Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
GCA_900451555.1_45665_C01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_900451565.1_31436_E01_genomic	O1/O2v1	O2a	High	-	100.00%	98.40%	-3 bp	6 / 7 (85.7%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.508%;O1/O2v1_04_glf,99.481%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_07_kfoC,99.005%	O1/O2v1_06_wbbO	0		0 / 7 (0%)		0	
GCA_900451575.1_36734_E01_genomic	O1/O2v1	O1a	Very high		100.00%	98.65%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,97.315%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,99.772%		0		0 / 7 (0%)		7	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.681%;O12_01_rfbB,97.746%;OL13_03_rfbD,98.653%;OL13_02_rfbA,97.222%;O12_04_rfbC,96.757%
GCA_900451585.1_32868_D02_genomic	O1/O2v1	O2a	None	-	100.00%	99.86%	+1203 bp	3 / 7 (42.9%)	O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_07_kfoC,100.0%	O1/O2v1_01_wzm;O1/O2v1_02_wzt;O1/O2v1_03_wbbM;O1/O2v1_06_wbbO	0		0 / 7 (0%)		0	
GCA_900451595.1_45709_D01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_900451605.1_45665_A01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_900451615.1_45753_A01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_900451625.1_32512_C01_genomic	O1/O2v2	O2afg	Very high		100.00%	98.38%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	O12_01_rfbB,98.31%;OL13_03_rfbD,98.99%;OL13_02_rfbA,98.276%;OL13_04_rfbC,97.838%
GCA_900451635.1_32512_G01_genomic	O3b	O3b	High	-	100.00%	98.99%	+1 bp	7 / 8 (87.5%)	O3b_01_manC,99.788%;O3b_02_manB,99.349%;O3b_03_wzm,99.237%;O3b_05_wbdD,99.708%;O3b_06_wbdA,99.643%;O3b_07_wbdB,99.738%;O3b_08_wbdC,100.0%	O3b_04_wzt	0		0 / 8 (0%)		2	O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%
GCA_900451645.1_58174_D01_genomic	O1/O2v1	unknown (O1/O2v1)	Very high		100.00%	98.39%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.405%		0		0 / 7 (0%)		5	Extra_genes_wbmVW_02_wbmW,99.18%;O3b_01_manC,99.364%;O3/O3a_02_manB,99.123%;Extra_genes_wbmVW_01_wbmV,99.763%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_900451655.1_45532_E02_genomic	O1/O2v2	O1ab	High	-	100.00%	99.11%	-1 bp	9 / 10 (90%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_04_glf,98.442%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,98.563%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%	O1/O2v2_03_wbbM	0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.576%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_900451675.1_39304_F01_genomic	O1/O2v1	O2a	Very high		100.00%	98.45%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.525%;O1/O2v1_04_glf,99.481%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		2	O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%
GCA_900451685.1_37554_B01_genomic	O1/O2v1	unknown (O1/O2v1)	High	-	100.00%	98.40%	+1 bp	6 / 7 (85.7%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.592%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,99.206%	O1/O2v1_07_kfoC	0		0 / 7 (0%)		5	Extra_genes_wbmVW_02_wbmW,99.18%;O3b_01_manC,99.364%;O3/O3a_02_manB,98.904%;Extra_genes_wbmVW_01_wbmV,99.526%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_900451695.1_37637_D01_genomic	O1/O2v1	O2ac	None	-	100.00%	98.31%	-2 bp	3 / 7 (42.9%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_04_glf,99.135%	O1/O2v1_03_wbbM;O1/O2v1_05_wbbN;O1/O2v1_06_wbbO;O1/O2v1_07_kfoC	0		0 / 7 (0%)		3	Extra_genes_wbmVW_02_wbmW,99.18%;O3/O3a_02_manB,99.123%;Extra_genes_wbmVW_01_wbmV,99.526%
GCA_900451705.1_37554_A01_genomic	O1/O2v1	O2a	Very high		100.00%	98.41%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,98.405%		0		0 / 7 (0%)		3	Extra_genes_wbmVW_02_wbmW,98.975%;O3b_01_manC,99.364%;O3/O3a_02_manB,99.123%
GCA_900451715.1_37419_D02_genomic	O1/O2v1	O1ab	Very high		100.00%	98.28%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,98.576%;O1/O2v1_04_glf,98.182%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,99.317%		0		0 / 7 (0%)		5	Extra_genes_wbbY_01_wbbY,100.0%;Extra_genes_wbmVW_02_wbmW,97.723%;O3/O3a_01_manC,98.517%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_900451725.1_38732_G01_genomic	O1/O2v2	O2afg	Good	?-	99.90%	98.52%	n/a	8 / 10 (80%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_10_gmlA,99.206%	O1/O2v2_08_gmlC;O1/O2v2_09_gmlB	0		0 / 10 (0%)		2	O3/O3a_01_manC,98.305%;O3/O3a_02_manB,99.123%
GCA_900451735.1_40295_H02_genomic	O1/O2v1	O2ac	High	-	100.00%	98.40%	-1 bp	6 / 7 (85.7%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.942%	O1/O2v1_07_kfoC	0		0 / 7 (0%)		4	Extra_genes_wbmVW_02_wbmW,99.18%;O3b_01_manC,99.364%;O3/O3a_02_manB,99.123%;Extra_genes_wbmVW_01_wbmV,99.526%
GCA_900451745.1_39111_E02_genomic	O1/O2v2	O1ab	Very high		100.00%	98.87%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,97.987%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,99.795%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,99.206%		0		0 / 10 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,97.746%;OL13_03_rfbD,98.316%;OL13_02_rfbA,96.875%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,95.676%
GCA_900451755.1_38977_F01_genomic	O1/O2v1	O1a	Very high		100.00%	98.28%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,98.576%;O1/O2v1_04_glf,98.182%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,99.317%		0		0 / 7 (0%)		3	Extra_genes_wbbY_01_wbbY,100.0%;O3/O3a_01_manC,98.517%;O3/O3a_02_manB,99.123%
GCA_900451765.1_38977_D01_genomic	O1/O2v1	O2ac	High	-	100.00%	98.40%	-1 bp	6 / 7 (85.7%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,98.442%;O1/O2v1_05_wbbN,99.664%;O1/O2v1_06_wbbO,97.354%	O1/O2v1_07_kfoC	0		0 / 7 (0%)		2	Extra_genes_wbmVW_02_wbmW,99.18%;Extra_genes_wbmVW_01_wbmV,99.763%
GCA_900451775.1_37637_B01_genomic	O1/O2v1	O1ab	None	-	100.00%	98.14%	-8 bp	3 / 7 (42.9%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,99.317%	O1/O2v1_02_wzt;O1/O2v1_03_wbbM;O1/O2v1_04_glf;O1/O2v1_05_wbbN	0		0 / 7 (0%)		3	Extra_genes_wbbY_01_wbbY,100.0%;Extra_genes_wbmVW_02_wbmW,97.723%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_900451785.1_37509_G01_genomic	O1/O2v1	O1ab (O2ac)	High	-	100.00%	98.26%	-1 bp	5 / 7 (71.4%)	O1/O2v1_02_wzt,100.0%;O1/O2v1_04_glf,98.182%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,99.317%	O1/O2v1_01_wzm;O1/O2v1_03_wbbM	0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,100.0%;Extra_genes_wbmVW_02_wbmW,97.723%;O3/O3a_01_manC,98.517%;O3/O3a_02_manB,92.325%;Extra_genes_wbmVW_01_wbmV,93.473%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_900451795.1_39130_E01_genomic	O1/O2v2	O2afg	Good	?-	99.90%	98.52%	n/a	8 / 10 (80%)	O1/O2v2_01_wzm,99.609%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_10_gmlA,99.206%	O1/O2v2_08_gmlC;O1/O2v2_09_gmlB	0		0 / 10 (0%)		2	O3/O3a_01_manC,98.305%;O3/O3a_02_manB,99.123%
GCA_900451805.1_38732_F01_genomic	O1/O2v2	O2afg	Good	?-*	99.90%	98.48%	n/a	8 / 10 (80%)	O1/O2v2_01_wzm,93.75%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_10_gmlA,99.206%	O1/O2v2_08_gmlC;O1/O2v2_09_gmlB	0		0 / 10 (0%)		2	O3/O3a_01_manC,98.305%;O3/O3a_02_manB,99.123%
GCA_900451815.1_39111_D02_genomic	O5	O5	High	*	100.00%	94.31%	+1 bp	8 / 8 (100%)	O5_01_manC,99.576%;O5_02_manB,99.346%;O5_03_wzm,99.245%;O5_04_wzt,98.765%;O5_05_wbdD,94.366%;O5_06_wbdA,95.47%;O5_07_wbdB,99.223%;O5_08_wbdC,99.731%		0		0 / 8 (0%)		6	O3b_01_manC,100.0%;O3b_02_manB,98.022%;O12_01_rfbB,98.31%;O12_03_rfbD,98.99%;OL13_02_rfbA,97.222%;O12_04_rfbC,97.297%
GCA_900451825.1_40400_A01_genomic	O1/O2v1	unknown (O1/O2v1)	Very high		100.00%	98.44%	+8 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbmVW_02_wbmW,99.59%;O3/O3a_02_manB,98.246%;Extra_genes_wbmVW_01_wbmV,100.0%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_900451835.1_38109_A01_genomic	O1/O2v1	O2a	High	-	100.00%	98.34%	0 bp	4 / 7 (57.1%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_05_wbbN,99.329%	O1/O2v1_04_glf;O1/O2v1_06_wbbO;O1/O2v1_07_kfoC	0		0 / 7 (0%)		3	Extra_genes_wbmVW_02_wbmW,99.385%;O3b_01_manC,99.364%;O3/O3a_02_manB,99.123%
GCA_900451845.1_40400_D01_genomic	O1/O2v1	unknown (O1/O2v1)	High	-	100.00%	98.24%	+3 bp	5 / 7 (71.4%)	O1/O2v1_02_wzt,100.0%;O1/O2v1_04_glf,98.182%;O1/O2v1_05_wbbN,98.582%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,99.317%	O1/O2v1_01_wzm;O1/O2v1_03_wbbM	0		0 / 7 (0%)		3	O3/O3a_01_manC,98.517%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_900451855.1_40311_A01_genomic	O1/O2v1	unknown (O1/O2v1)	Very high		100.00%	98.40%	+8 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.413%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		5	Extra_genes_wbmVW_02_wbmW,100.0%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,98.246%;Extra_genes_wbmVW_01_wbmV,100.0%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_900451865.1_38732_E01_genomic	O1/O2v2	O1ab	Very high		100.00%	98.98%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,97.651%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,99.256%;O1/O2v2_08_gmlC,98.768%;O1/O2v2_09_gmlB,98.777%;O1/O2v2_10_gmlA,99.206%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_900451875.1_39220_A01_genomic	O3/O3a	O3/O3a	Very high		100.00%	95.99%	+1 bp	8 / 8 (100%)	O3/O3a_01_manC,99.788%;O3/O3a_02_manB,100.0%;O3/O3a_03_wzm,98.473%;O3/O3a_04_wzt,99.074%;O3/O3a_05_wbdD,95.769%;O3/O3a_06_wbdA,97.741%;O3/O3a_07_wbdB,99.738%;O3/O3a_08_wbdC,99.462%		0		0 / 8 (0%)		6	O3/O3a_01_manC,100.0%;O3/O3a_02_manB,98.462%;O12_01_rfbB,97.746%;OL13_03_rfbD,99.663%;OL13_02_rfbA,99.655%;OL13_04_rfbC,98.378%
GCA_900451885.1_37637_E02_genomic	O1/O2v1	O1ab	Very high		100.00%	98.26%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,98.576%;O1/O2v1_04_glf,98.182%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,99.317%		0		0 / 7 (0%)		5	Extra_genes_wbbY_01_wbbY,100.0%;Extra_genes_wbmVW_02_wbmW,97.723%;O3/O3a_01_manC,98.517%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_900451895.1_40400_B01_genomic	O1/O2v1	O2ac	High	-	100.00%	98.41%	+7 bp	6 / 7 (85.7%)	O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%	O1/O2v1_01_wzm	0		0 / 7 (0%)		4	Extra_genes_wbmVW_02_wbmW,99.795%;O3/O3a_01_manC,99.364%;O3/O3a_02_manB,98.246%;Extra_genes_wbmVW_01_wbmV,100.0%
GCA_900451905.1_37419_F02_genomic	O3b	O3b	Very high		100.00%	99.40%	-1 bp	7 / 8 (87.5%)	O3b_02_manB,99.783%;O3b_03_wzm,99.237%;O3b_04_wzt,99.769%;O3b_05_wbdD,100.0%;O3b_06_wbdA,99.881%;O3b_07_wbdB,99.738%;O3b_08_wbdC,100.0%		0		1 / 8 (12.5%)	O3b_01_manC,99.788%	1	O3/O3a_02_manB,99.123%
GCA_900451915.1_36725_D01_genomic	O5	O5	High	*	100.00%	94.28%	0 bp	8 / 8 (100%)	O5_01_manC,99.364%;O5_02_manB,99.346%;O5_03_wzm,99.245%;O5_04_wzt,98.765%;O5_05_wbdD,94.366%;O5_06_wbdA,95.47%;O5_07_wbdB,99.482%;O5_08_wbdC,100.0%		0		0 / 8 (0%)		2	O3b_01_manC,100.0%;O3/O3a_02_manB,99.123%
GCA_900451925.1_36340_G02_genomic	O1/O2v1	O2a	Good	?-	100.00%	98.09%	n/a	4 / 7 (57.1%)	O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,97.267%	O1/O2v1_01_wzm;O1/O2v1_04_glf;O1/O2v1_05_wbbN	0		0 / 7 (0%)		0	
GCA_900451945.1_36734_B01_genomic	O1/O2v1	O1ab	Good	-*	96.89%	72.29%	+6 bp	4 / 7 (57.1%)	O1/O2v1_01_wzm,91.406%;O1/O2v1_02_wzt,93.522%;O1/O2v1_04_glf,86.234%;O1/O2v1_06_wbbO,84.127%	O1/O2v1_03_wbbM;O1/O2v1_05_wbbN;O1/O2v1_07_kfoC	0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,92.848%;O12_01_rfbB,92.958%;OL102_02_rfbA,94.828%;OL102_03_rfbD,91.919%;Extra_genes_wbbZ_01_wbbZ,89.259%;O12_04_rfbC,91.892%
GCA_900451955.1_36603_G01_genomic	O1/O2v1	O1ab	High	-	100.00%	99.80%	+7 bp	4 / 7 (57.1%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_07_kfoC,100.0%	O1/O2v1_04_glf;O1/O2v1_05_wbbN;O1/O2v1_06_wbbO	0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
GCA_900451965.1_36672_E01_genomic	O3/O3a	O3/O3a	High	-	100.00%	98.15%	-5 bp	7 / 8 (87.5%)	O3/O3a_01_manC,99.576%;O3/O3a_02_manB,100.0%;O3/O3a_03_wzm,98.473%;O3/O3a_04_wzt,99.769%;O3/O3a_05_wbdD,99.013%;O3/O3a_06_wbdA,99.762%;O3/O3a_07_wbdB,99.738%	O3/O3a_08_wbdC	0		0 / 8 (0%)		0	
GCA_900451975.1_37277_B01_genomic	O3b	O3b	High	-	100.00%	99.22%	+1 bp	6 / 8 (75%)	O3b_01_manC,99.788%;O3b_02_manB,99.783%;O3b_03_wzm,99.237%;O3b_06_wbdA,99.762%;O3b_07_wbdB,99.215%;O3b_08_wbdC,100.0%	O3b_04_wzt;O3b_05_wbdD	0		0 / 8 (0%)		0	
GCA_900451985.1_32473_F02_genomic	O5	O5	None	-	100.00%	99.45%	-4 bp	4 / 8 (50%)	O5_01_manC,99.777%;O5_02_manB,99.564%;O5_06_wbdA,99.835%;O5_07_wbdB,99.741%	O5_03_wzm;O5_04_wzt;O5_05_wbdD;O5_08_wbdC	0		0 / 8 (0%)		2	O3/O3a_01_manC,100.0%;O3/O3a_02_manB,98.904%
GCA_900451995.1_36252_D01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.11%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.525%;O1/O2v1_04_glf,98.961%;O1/O2v1_05_wbbN,97.987%;O1/O2v1_06_wbbO,97.884%;O1/O2v1_07_kfoC,99.544%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,100.0%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_900452005.1_37430_B01_genomic	OL103	unknown (OL103)	High	-	100.00%	96.57%	-1 bp	3 / 6 (50%)	OL103_01_rmlC,98.438%;OL103_02_wzm,99.24%;OL103_05_spsA,99.674%	OL103_03_wzt;OL103_04_hydrolase;OL103_06_wbbL	0		0 / 6 (0%)		7	O12_01_rfbB,96.901%;OL13_03_rfbD,98.99%;OL13_03_rfbD,98.99%;OL13_02_rfbA,98.966%;OL13_02_rfbA,98.966%;O12_04_rfbC,96.216%;OL102_01_rfbB,94.286%
GCA_900452015.1_36340_D02_genomic	O1/O2v1	O1ab	High	-	100.00%	98.93%	+4 bp	5 / 7 (71.4%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_04_glf,99.481%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,98.677%	O1/O2v1_03_wbbM;O1/O2v1_07_kfoC	0		0 / 7 (0%)		5	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_900452025.1_36725_E01_genomic	O4	O4	None	-	100.00%	99.36%	+36 bp	1 / 6 (16.7%)	O4_05_wzm,100.0%	O4_01_hydrolase;O4_02_hypothetical;O4_03_hypothetical;O4_04_wzt;O4_06_glycosyltransferase	0		0 / 6 (0%)		0	
GCA_900452035.1_31885_E02_genomic	O1/O2v1	unknown (O1/O2v1)	High	-	100.00%	98.06%	+6 bp	4 / 7 (57.1%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,99.19%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.178%	O1/O2v1_03_wbbM;O1/O2v1_04_glf;O1/O2v1_05_wbbN	0		0 / 7 (0%)		4	Extra_genes_wbmVW_02_wbmW,98.975%;Extra_genes_wbmVW_01_wbmV,99.289%;O3/O3a_02_manB,87.419%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_900452045.1_55064_E01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.28%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,98.576%;O1/O2v1_04_glf,98.182%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,99.317%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3/O3a_01_manC,98.517%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.63%
