strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	RmpADC	RmST	rmpA2	wzi	K_locus	K_type	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_type	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	Bla_chr	SHV_mutations	Omp_mutations	Col_mutations	Flq_mutations	truncated_resistance_hits	spurious_resistance_hits	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	spurious_virulence_hits
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_4208	Klebsiella pneumoniae	strong	14	5020059	5020059	5271834	no	-	ST82	0	0	0	0	-	0	-	0	-	0	-	0	rmp 2A; plasmid/chr (truncated)	12	-	wzi128	KL1	K1	none	Very high	99.48%		O1/O2v1	O1ab	none	Very high	98.59%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST82	2	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	7	12	4-17%	iroC_5*-0%
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_4209	Klebsiella pneumoniae	strong	1	5271658	5271658	5271658	no	-	ST86	1	0	1	0	ybt 9; ICEKp3 (truncated)	217	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	-	High	99.94%	KL2_14_wcaJ	O1/O2v1	O2a	none	Very high	98.45%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	MgrB-49%	-	-	-	ST86	9	4	2	1	1	1	27	5	5	6	5	1	9	218	4-39%	5	5	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_43816	Klebsiella pneumoniae	strong	1	5362685	5362685	5362685	no	-	ST493	1	0	0	0	ybt 2; ICEKp1	321	-	0	-	0	iro 3 (truncated)	21	rmp 3; ICEKp1	145	-	wzi2	KL2	K2	none	Very high	99.72%		O1/O2v1	O1ab	none	Very high	99.81%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1*	-	-	-	-	-	fosA7*?-0%	ST493	2	1	70	1	12	1	127	8	55	50	6	5	117	125	6	7	7	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	38-4%	10	5	20	1	1	-
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_49472	Klebsiella pneumoniae	strong	4	5178030	5178030	5561400	no	-	ST416	0	0	2	3	-	0	-	0	-	0	-	0	-	0	-	wzi273	KL30	K30	*	Very high	96.46%		O1/O2v2	O1ab	none	Very high	99.49%		aac(3)-Ia*;aadA	-	-	-	-	-	-	-	sul1	-	-	-	-	-	-	-	-	SHV-14^	-	-	-	-	-	-	ST416	2	38	1	1	7	4	89	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_51503	Klebsiella pneumoniae	strong	5	5236838	5236838	5655322	no	-	ST20	0	1	4	5	-	0	-	0	-	0	-	0	-	0	-	wzi84	KL28	K28	none	Very high	99.17%		O1/O2v2	O1ab	none	Very high	98.39%		aac(3)-IId^	-	-	-	-	-	-	-	sul1	-	-	dfrA1.v1	-	-	TEM-10.v2;TEM-12^	-	-	SHV-187	-	-	-	-	-	-	ST20	2	3	1	1	4	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_51504	Klebsiella pneumoniae	strong	6	5453708	5453708	5936186	no	-	ST299-1LV	2	1	6	7	ybt 17; ICEKp10	239-5LV	clb 3	17	-	0	-	0	-	0	-	wzi7	KL7	K7	none	Very high	98.53%		O1/O2v1	O1ab	none	Very high	98.61%		aac(3)-IIa.v1	-	-	-	-	-	-	-	sul1	-	-	dfrA29.v1	OXA-2	-	TEM-10.v2^;TEM-10.v2^;TEM-10.v2^	-	-	SHV-1	-	-	-	GyrA-83Y	-	-	ST299-1LV	120*	10	1	1	56	24	31	6	15	175*	148*	11	245*	26*	2	11	4*	2	2	10	2	2	2	2	2	8	2	2	2	2	2	2	2	-	-	-	-	-	-	-	-	-	-	-	-	-
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_700721	Klebsiella pneumoniae	strong	19	5303843	5303843	5652019	no	-	ST38	0	0	6	13	-	0	-	0	-	0	-	0	-	0	-	wzi50	unknown (KL107)	unknown (KL107)	?-+*	None	86.04%	KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10	OL13	O13	*	High	94.91%		aac(6')-Ib'.v1;aadA*;ant(2'')-Ia;aph(3')-Ia;strA.v1;strB.v1	-	-	-	-	-	catA1*;cmlA5	-	sul1;sul2	tet(D)	-	-	TEM-1D.v1^;TEM-1D.v1^	-	-	-	-	SHV-11.v1^	35Q	-	-	GyrA-83Y	OXA-9.v1*-42%;SHV-129?-81%	-	ST38	2	1	2	1	2	2	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_BAA_2470	Klebsiella pneumoniae	strong	16	5492521	5492521	6050869	no	-	ST37	1	2	11	25	ybt 28; ICEKp6	222	-	0	-	0	-	0	-	0	-	wzi75	KL105	unknown (KL105)	-	High	99.98%	KL105_11	O1/O2v2	O2afg	none	Very high	98.45%		aac(6')-IIa.v2;aadA*;aadA2*;aph(3')-VI;armA;armA;strA.v1^;strB.v1	-	-	-	-	mphE.v2;mphE.v2;msrE*;msrE*	catB11*;cmlA5	arr-2	sul1;sul1;sul2	tet(A).v1;tet(A).v2	-	dfrA1.v1*	CMY-4.v1;OXA-10	-	CTX-M-15	-	NDM-1	SHV-11.v1^	35Q	OmpK35-16%	-	GyrA-83F;GyrA-87N;ParC-80I	-	-	ST37	2	9	2	1	13	1	16	54	114	110	123	1	284	300	33	77	114	145	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_BAA_2472	Klebsiella pneumoniae	strong	6	5439179	5439179	5989597	no	-	ST14	1	2	10	24	ybt 14; ICEKp5	140	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	-	High	99.73%	KL2_14_wcaJ	O1/O2v1	O1ab	-	High	99.98%	O1/O2v1_06_wbbO	aac(3)-IId^;aac(6')-Ib'.v1;aadA*;aadA*;armA;sat-2;strA.v1*	-	-	-	-	ereA2*;mphE.v2;msrE	catA1^;cmlA5	arr-2	sul1;sul1*;sul2	-	-	dfrA1.v1	CMY-4.v1;OXA-9.v1;TEM-1D.v1^;TEM-1D.v1^	-	CTX-M-15;CTX-M-15	-	NDM-1	SHV-11.v1^;SHV-28.v1^	35Q	OmpK36GD	-	GyrA-83Y;GyrA-87G;ParC-80I	-	DHA-1?-70%;strB.v1?-0%	ST14	1	6	1	1	1	1	1	4	4	31	4	1	67	171	2	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_BAA_2524	Klebsiella pneumoniae	strong	6	5355170	5355170	5632425	no	-	ST45	1	2	2	2	ybt 10; ICEKp4	80	-	0	-	0	-	0	-	0	-	wzi50	KL52	K52	none	Very high	99.90%		OL13	O13	*	High	94.92%		-	-	-	-	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	-	-	OXA-48	SHV-1	-	-	-	-	-	-	ST45	2	1	1	6	7	1	12	3	12	4	11	3	83	18	3	10	16	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Klebsiella_pneumoniae_subsp_rhinoscleromatis_ATCC_13884	Klebsiella pneumoniae	strong	4	5400236	5400236	5518913	no	-	ST67 (subsp. rhinoscleromatis)	4	0	0	0	ybt 11; ICE_rhino (truncated)	307	-	0	iuc 4	30	-	0	rmp 4; chromosomal (truncated)	66-1LV	-	wzi135	KL3	K3	none	Very high	99.49%		O1/O2v2	O2afg	?-	Good	98.50%	O1/O2v2_08_gmlC,O1/O2v2_09_gmlB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-206	-	-	-	-	-	-	ST67	2	1	9	1	15	5	28	6	6	7	4	1	10-11%	10	5	6	6	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	5	4	4	5	-	7-4%	-	-	10*-47%	39	15	iroD_9*-56%
Klebsiella_pneumoniae_subsp_rhinoscleromatis_ATCC_9436	Klebsiella pneumoniae	strong	5	5289296	5289296	5533791	no	-	ST67 (subsp. rhinoscleromatis)	4	0	0	0	ybt 11; ICE_rhino (truncated)	308-1LV	-	0	iuc 4	30	-	0	rmp 4; chromosomal (truncated)	110-1LV	-	wzi135	KL3	K3	none	Very high	99.50%		O1/O2v2	O2afg	?-	Good	98.52%	O1/O2v2_08_gmlC,O1/O2v2_09_gmlB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-206	-	-	-	-	-	-	ST67	2	1	9	1	15	5	28	6	6	7	4	1	10-11%	226	61	6	6	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	5	4	4	5	-	7*-4%	-	-	10*	39	36-47%	iroD_9*-56%
Klebsiella_quasipneumoniae_ATCC_700603	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	3	5284710	5284710	5513818	no	-	ST489	0	1	4	4	-	0	-	0	-	0	-	0	-	0	-	wzi171	KL53	K53	none	Very high	98.37%		O3/O3a	O3/O3a	none	Very high	95.98%		ant(2'')-Ia	-	-	-	-	-	-	-	sul1*	-	-	-	OXA-2	-	SHV-18	-	-	OKP-B-6^	238A;240K	-	-	-	-	aadA6*	ST489	18	22	26	71	98	52	51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Klebsiella_quasivariicola_ATCC_TSD_144	Klebsiella quasivariicola	strong	4	5540400	5540400	5946963	no	-	ST3899	0	1	3	3	-	0	-	0	-	0	-	0	-	0	-	wzi394	KL153	unknown (KL153)	none	Very high	99.90%		O1/O2v2	O2afg	-	High	98.10%	O1/O2v2_09_gmlB	ant(2'')-Ia	-	-	qnrS1	-	-	-	-	-	-	-	-	-	-	SHV-7^	-	-	LEN-26	238S;240K	-	-	-	-	-	ST3899	65	174	86	79	136	81	209	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Klebsiella_variicola_ATCC_31488	Klebsiella variicola subsp. variicola	strong	2	5476096	5476096	5560418	no	-	ST3304-2LV	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	-	KL1	K1	*	High	89.84%		O3/O3a	O3/O3a	none	Very high	99.29%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-55^	-	-	-	-	-	-	ST3304-2LV	16	24	21	49	44	66	67*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Klebsiella_variicola_ATCC_BAA_2552	Klebsiella variicola subsp. variicola	strong	3	5624763	5624763	5903781	no	-	ST146	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi159	KL30	K30	*	Very high	95.40%		O3/O3a	O3/O3a	none	Very high	98.74%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-22*	-	-	-	-	-	-	ST146	16	24	30	27	36	22	55	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Klebsiella_variicola_ATCC_BAA_830	Klebsiella variicola subsp. variicola	strong	1	5521199	5521199	5521199	no	-	ST2263	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi251	KL16	K16	*	Very high	97.34%		O3/O3a	O3/O3a	none	Very high	99.39%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-17^	-	-	-	-	-	fosA7*?-0%	ST2263	16	18	21	154	47	22	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451165.1_44787_G01_genomic	Klebsiella oxytoca	strong	2	5921570	5921570	5941796	no	-	NA	1	1	1	1	ybt unknown	0	-	0	-	0	-	0	-	0	-	-	KL74	K74	-	High	99.48%	KL74_16_gnd	O5	O5	?*	Good	81.66%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY-2-6	-	-	-	-	-	-	-	-	-	NA	-	-	-	-	-	-	-	2*	25*	178*	148*	42*	161*	533*	39*	57*-0%	130*	262*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451185.1_44503_H01_genomic	Klebsiella pneumoniae	strong	5	5313475	5313475	5701470	no	-	ST3	5	0	0	0	ybt 12; ICEKp10 (truncated)	130	clb 1	56-1LV	iuc 2A	54-1LV	-	0	rmp 2A; plasmid/chr (truncated)	83	-	wzi3	KL3	K3	none	Very high	99.59%		O1/O2v1	O1ab	none	Very high	98.28%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST3	5	5	1	1	9	6	11	39	1	88-14%	1	1	115	123-2%	1	36	49	13	4	35	1	3	1	3	1	6	3	1	1	8	14	1	1	30	4	37	3	12	3*	-	-	-	65-54%	8	7	rmpA_91*-0%
GCA_900451215.1_44310_G01_genomic	Klebsiella pneumoniae	strong	5	5042524	5042524	5295627	no	-	ST82	0	0	0	0	-	0	-	0	-	0	-	0	rmp 2A; plasmid/chr (truncated)	12	-	wzi128	KL1	K1	-+	Good	99.48%	KL1_03_wzi	O1/O2v1	O1ab	none	Very high	98.59%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST82	2	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	7	12	4-17%	iroC_5*-0%
GCA_900451235.1_36340_F02_genomic	Klebsiella oxytoca	strong	2	5533000	5533000	5652648	no	-	NA	1	1	1	1	ybt unknown	0	-	0	-	0	-	0	-	0	-	-	unknown (KL166)	unknown (KL166)	?-+*	None	77.43%	KL166_01_galF,KL166_02_cpsACP,KL166_03_wzi,KL166_04_wza,KL166_05_wzb,KL166_06_wzc,KL166_07,KL166_08_wzx,KL166_09_wzy,KL166_10_wcuP,KL166_11_wcuF,KL166_12_wcmY,KL166_13_wcuC,KL166_14_wcaJ,KL166_18_rmlB,KL166_19_rmlA,KL166_20_rmlD,KL166_21_rmlC	O5	O5	-*	High	81.62%	O5_04_wzt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY-2-7	-	-	-	-	-	-	-	-	-	NA	-	-	-	-	-	-	-	2*	25*	178*	148*	42*	161*	533*-40%	39*	57*-0%	124*-0%	262*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451245.1_46582_E01_genomic	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	3	5381801	5381801	5626015	no	-	ST367	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi233	unknown (KL1)	unknown (K1)	?-*	None	93.92%	KL1_09_wzy,KL1_10_wcsS,KL1_11_wcsT,KL1_12_gmd,KL1_14_wcaH	O3/O3a	O3/O3a	none	Very high	95.93%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OKP-B-9*	-	-	-	-	-	-	ST367	18	15	26	16	11	13	106	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451255.1_32473_E02_genomic	Klebsiella oxytoca	strong	3	5852199	5852199	5985119	no	-	NA	1	1	2	4	ybt unknown	0	-	0	-	0	-	0	-	0	-	-	unknown (KL27)	unknown (K27)	?-+*	None	79.15%	KL27_02_cpsACP,KL27_08_wckI,KL27_09_wckS,KL27_10_wckR,KL27_11_wzy,KL27_12_wzx,KL27_13_wckQ,KL27_15_wctE,KL27_16_wctF	O5	O5	?-*	Good	81.70%	O5_06_wbdA,O5_08_wbdC	-	-	-	-	-	-	-	-	-	tet(B).v2*;tetR;tetW	-	-	-	-	OXY-2-1	-	-	-	-	-	-	-	-	-	NA	-	-	-	-	-	-	-	2*	25*	178*	148*	42*	161*-49%	533*-5%	39*-29%	57*-0%	130*	262*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451275.1_36672_F01_genomic	Klebsiella pneumoniae	strong	4	4597219	4597219	5361317	no	-	ST1026	0	0	2	3	-	0	-	0	-	0	-	0	-	0	-	-	unknown (KL13)	unknown (K13)	-*	None	98.52%	KL13_03_wzi,KL13_04_wza,KL13_06_wzc,KL13_08_wclX,KL13_11_wzx,KL13_12_wcuL,KL13_13_wcoW,KL13_14,KL13_15_wcaJ,KL13_17_manC	O3b	O3b	-*	High	99.06%	O3b_01_manC,O3b_03_wzm,O3b_06_wbdA	aadA2;strB.v1	-	-	-	-	-	-	-	sul1	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	TEM-206?-0%;strA.v1*-50%	-	ST1026	2	1	2	35	10	24	19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451285.1_52313_E01_genomic	Klebsiella pneumoniae	strong	2	5302770	5302770	5508105	no	-	ST375	3	0	0	0	-	0	-	0	iuc 1	20	iro 1 (truncated)	14-1LV	rmp 1; KpVP-1 (truncated)	26-1LV	rmpA2_3-47%	wzi72	KL2	K2	none	Very high	98.39%		O1/O2v2	O1ab	none	Very high	98.97%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-214*-39%	-	ST375	43	1	2	1	10	4	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	3	1	1	1*-23%	3	54-47%	2	2	-
GCA_900451315.1_44310_H01_genomic	Klebsiella pneumoniae	strong	7	5009375	5009375	5589625	no	-	ST3764	3	0	0	0	-	0	-	0	iuc 2A	29	iro unknown,-	0,0	rmp 2A; plasmid/chr (truncated),rmp 2A; plasmid/chr (truncated)	22,105	-	wzi128	KL1	K1	none	Very high	99.48%		O1/O2v1	O1ab	-	High	98.59%	O1/O2v1_07_kfoC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST3764	2	6	1	1	4	217	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	3	3	4	3,-	5-2%,-	4,4*-23%	-,-	7,7	19,19	4-17%,35-11%	rmpA_91*-0%
GCA_900451325.1_37419_B02_genomic	Klebsiella michiganensis	strong	3	6006728	6006728	6223086	no	-	NA	1	1	2	2	ybt unknown	0	-	0	-	0	-	0	-	0	-	-	unknown (KL18)	unknown (K18)	?-+*	None	75.32%	KL18_02_cpsACP,KL18_03_wzi,KL18_04_wza,KL18_06_wzc,KL18_08_wcaA,KL18_09_wcuM,KL18_10_wbbL,KL18_11_wckF,KL18_12_wzy,KL18_13,KL18_14_wcuH,KL18_15_wzx,KL18_18_rmlA	unknown (O1/O2v1)	unknown (O1ab)	-*	None	72.21%	O1/O2v1_03_wbbM,O1/O2v1_04_glf,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	aph(3')-Ia*?	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY-1-1	-	-	-	-	-	-	-	-	-	NA	-	-	-	-	-	-	-	117*	138*	178*	49*	100*	221*-9%	533*	111*	102*	130*	262*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451335.1_32473_A01_genomic	Klebsiella grimontii	strong	6	5504162	5504162	5592058	no	-	NA	0	1	1	1	-	0	-	0	-	0	-	0	-	0	-	-	unknown (KL47)	unknown (K47)	?-+*	None	79.75%	KL47_01_galF,KL47_02_cpsACP,KL47_03_wzi,KL47_07_wcaJ,KL47_09,KL47_10_wcqC,KL47_12_wcuT,KL47_13_wzx	O1/O2v1	unknown (O1/O2v1)	-+*	Good	72.30%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY-6-1	-	-	-	-	-	-	-	-	-	NA	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451355.1_44787_B01_genomic	Klebsiella pneumoniae	strong	5	5321314	5321314	5658687	no	-	ST3	5	0	0	0	ybt 12; ICEKp10 (truncated)	126-1LV	clb 1 (truncated)	56-2LV	iuc 2A	54	-	0	rmp 2A; plasmid/chr	9	-	wzi3	KL3	K3	none	Very high	99.61%		O1/O2v1	O1ab	-+	Good	98.26%	O1/O2v1_01_wzm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST3	5	5	1	1	9	6	11	39	1	49	1	1	115	263-2%	1	36	49	13	4	35*-0%	1	3	1	3	1	6	3	1	1	23	14	1	1	30	4	3	3	12	3*	-	-	-	25	8	7	rmpA_91*-0%
GCA_900451375.1_32473_G02_genomic	Klebsiella michiganensis	strong	6	4437270	4437270	6107074	no	-	NA	1	1	1	1	ybt unknown	0	-	0	-	0	-	0	-	0	-	-	unknown (KL107)	unknown (KL107)	?-+*	None	78.19%	KL107_01_galF,KL107_02_cpsACP,KL107_03_wzi,KL107_04_wza,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10,KL107_11_gnd,KL107_12,KL107_13,KL107_14,KL107_15	unknown (O1/O2v1)	unknown (O2a)	?-+*	None	73.05%	O1/O2v1_01_wzm,O1/O2v1_03_wbbM,O1/O2v1_04_glf,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY-1-3	-	-	-	-	-	-	-	-	-	NA	-	-	-	-	-	-	-	117*	138*	178*	49*-6%	100*	221*-16%	533*-37%	111*	102*-51%	130*	262*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451385.1_45709_E01_genomic	Klebsiella pneumoniae	strong	5	5007443	5007443	5522819	no	-	ST82	3	0	0	0	-	0	-	0	iuc 2A	29	iro unknown	0	rmp 2A; plasmid/chr	15	-	wzi128	KL1	K1	none	Very high	99.48%		O1/O2v1	O1ab	none	Very high	98.59%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST82	2	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	3	3	4	3	5*-2%	4	-	30	8	3	rmpA_91*-0%
GCA_900451395.1_58174_C01_genomic	Klebsiella pneumoniae	strong	14	900876	2253501	5532074	no	-	ST3767	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi285	KL43	K43	none	Very high	99.47%		O1/O2v1	O2a	-	High	98.64%	O1/O2v1_01_wzm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-161*	-	-	-	-	-	-	ST3767	2	10	4	97	4	1	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451405.1_31885_D02_genomic	Klebsiella pneumoniae	strong	2	5269295	5269295	5414864	no	-	ST3756	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi435	KL149	unknown (KL149)	-	High	98.15%	KL149_11,KL149_13,KL149_14	O3b	O3b	none	Very high	99.20%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-209*-55%	-	ST3756	2	1	11	4	7	216	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451415.1_36340_H01_genomic	Klebsiella pneumoniae	strong	12	1012063	2633718	5481589	no	-	ST3760	3	0	0	0	-	0	-	0	iuc 2A	29	-,-	0,0	rmp 2A; plasmid/chr (truncated)	12	-	wzi128	unknown (KL1)	unknown (K1)	?-	None	99.26%	KL1_07_wzx,KL1_08_wclY,KL1_09_wzy,KL1_10_wcsS,KL1_11_wcsT,KL1_12_gmd,KL1_13_wcaG,KL1_14_wcaH,KL1_15_wcaI,KL1_16_wcaJ,KL1_20_ugd	O1/O2v1	O1ab	-	High	98.59%	O1/O2v1_02_wzt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OmpK35-59%	-	-	-	-	ST3760	2	6	1	1	4	1	523	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	4	3	3	4	-,-	-,-	4,4*-55%	-,-	7	12	4-17%	iroC_5*-0%;iroC_5*-0%
GCA_900451425.1_45753_B01_genomic	Klebsiella pneumoniae	strong	8	2994238	2994238	5337427	no	-	ST90 (subsp. ozaenae)	3	0	0	0	-	0	-	0	iuc 2A	50	-	0	-	0	-	wzi297	KL5	K5	?-*	Good	99.32%	KL5_06_wzc,KL5_10,KL5_11	O1/O2v1	O2ac	none	Very high	98.40%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST90	10	6	1	9	12	4	29	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43	20	3	32	6	-	-	-	-	-	-	9-11%	iroB_2*-62%
