Accession,Strain,Isolation_source,Culture_collection,Bioproject,BioSample,Host,Collection_date,Origin,lat,lon,Serovar,Genome Length,No. Contigs,Smallest Contig,Largest Contig,Average Contig Length,N50,non-ATCG,GC Content,Organism Name,ST,cgST,LIN code,Sublineage,Clonal Group,Species,Yersiniabactin,Colibactin,Aerobactin,Salmochelin,RmpADC,rmpA2,virulence_score,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,resistance_score,K_locus,K_type,K_locus_confidence,K_locus_problems,K_locus_identity,K_Missing_expected_genes,O_locus,O_type,O_locus_confidence,O_locus_problems,O_locus_identity,O_Missing_expected_genes
GCA_901420825.1_39641_E02_genomic,NCTC9144,Urine,NCTC,PRJEB6403,SAMEA3451138,Unknown,1900/1952,Denmark,56.26392,9.501785,K24,5459489,3,62306,5133337,1819829,5133337,0,57.4,Klebsiella pneumoniae,Novel,Novel,"0,0,1091,0,*,*,*,*,*,*",10888,11600,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-108^,35Q,-,-,-,ESBL and Carb negative,KL24,Capsule null,Typeable,!,98.92%,-,O1/O2v1,O2a,Typeable,!,98.93%,-
GCA_901420865.1_39888_A01_genomic,NCTC9137,Urine,NCTC,PRJEB6403,SAMEA3468853,Unknown,1900/1952,Denmark,56.26392,9.501785,K17,5360089,4,13696,5179998,1340022,5179998,0,57.5,Klebsiella pneumoniae,322,Novel,"0,0,3,0,*,*,*,*,*,*",322,322,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL17,Capsule null,Typeable,!,99.54%,-,O4,O4,Typeable,-,99.61%,-
GCA_901420875.1_36725_A01_genomic,NCTC11689,Feces,NCTC,PRJEB6403,SAMEA3282971,Homo sapiens,1900/1979,United Kingdom,55.378051,-3.435973,Unknown,5642700,13,2809,4731461,434053,4731461,0,57,Klebsiella pneumoniae,664,Novel,"0,0,101,1,*,*,*,*,*,*",664,664,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL62,Capsule null,Typeable,!,99.47%,-,O1/O2v1,O2a,Typeable,!,99.03%,-
GCA_901420925.1_39888_B01_genomic,NCTC9138,Bronchial washings,NCTC,PRJEB6403,SAMEA3468854,Unknown,1900/1952,Denmark,56.26392,9.501785,K18,5456654,2,190051,5266603,2728327,5266603,0,57.3,Klebsiella pneumoniae,562,Novel,"0,0,643,1,*,*,*,*,*,*",10278,12449,Klebsiella pneumoniae,ybt 14; ICEKp5,-,-,-,-,-,ybt only,-,-,-,-,-,SHV-11^,35Q,OmpK35-40%,-,-,ESBL and Carb negative,KL18,Capsule null,Typeable,!,98.29%,-,O1/O2v1,O1ab,Typeable,!,99.02%,-
GCA_901420955.1_40345_C01_genomic,NCTC9135,Feces,NCTC,PRJEB6403,SAMEA3492646,Unknown,1900/1952,Denmark,56.26392,9.501785,K15,5512170,6,5726,5396605,918695,5396605,0,57.3,Klebsiella pneumoniae,Novel,Novel,"0,0,219,*,*,*,*,*,*,*",502,Not tested,Klebsiella pneumoniae,ybt 14; ICEKp5 (truncated),-,-,-,-,-,ybt only,-,-,-,-,-,SHV-62,35Q,OmpK36-63%,-,-,ESBL and Carb negative,KL15,K15,Typeable,!,99.82%,-,O4,O4,Typeable,-,99.56%,-
GCA_901420995.1_39888_C01_genomic,NCTC9156,Urine,NCTC,PRJEB6403,SAMEA3468855,Unknown,1900/1952,Denmark,56.26392,9.501785,K36,5452665,2,87185,5365480,2726332,5365480,0,57.3,Klebsiella pneumoniae,565,Novel,"0,0,1050,0,*,*,*,*,*,*",10894,11610,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-71,146V,-,-,-,ESBL and Carb negative,KL36,K36,Typeable,!,99.36%,-,O4,O4,Typeable,!,99.42%,-
GCA_901421045.1_40345_D01_genomic,NCTC9136,"Drainage, surgical incision",NCTC,PRJEB6403,SAMEA3492647,Unknown,1900/1952,Denmark,56.26392,9.501785,K16,5458363,2,122593,5335770,2729181,5335770,0,57.4,Klebsiella pneumoniae,561,Novel,"0,0,343,*,*,*,*,*,*,*",561,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-101*,-,-,-,-,ESBL and Carb negative,KL16,K16,Typeable,-,99.70%,-,O1/O2v1,O1ab,Typeable,-,99.11%,-
GCA_901421095.1_40311_B01_genomic,NCTC5057,Unknown,NCTC,PRJEB6403,SAMEA3505368,Unknown,1937,Netherlands,52.132633,5.291265999999999,K1,5374236,2,84521,5289715,2687118,5289715,0,57.3,Klebsiella pneumoniae,82,Novel,"0,0,438,0,0,*,*,*,*,*",82,82,Klebsiella pneumoniae,-,-,-,-,rmp 2A; plasmid/chr (truncated),-,"ybt, clb and iuc negative",-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL1,Capsule null,Typeable,!,99.53%,-,O1/O2v1,O1ab,Typeable,-,99.28%,-
GCA_901421105.1_40363_F01_genomic,NCTC9495,Pleural cavity,NCTC,PRJEB6403,SAMEA3492651,Homo sapiens,1900/1954,USA,38.7945952,-106.5348379,K1,5560373,4,59011,5149088,1390093,5149088,0,57,Klebsiella pneumoniae,82,Novel,"0,0,438,1,*,*,*,*,*,*",82,82,Klebsiella pneumoniae,-,-,iuc 2A,-,rmp 2A; plasmid/chr,-,iuc (without ybt or clb),-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL1,Capsule null,Typeable,!,99.53%,-,O1/O2v1,O1ab,Typeable,!,99.28%,-
GCA_901421135.1_38502_B01_genomic,NCTC9182,Sputum,NCTC,PRJEB6403,SAMEA3376912,Unknown,1953,USA,38.7945952,-106.5348379,K62,5268888,2,103624,5165264,2634444,5165264,0,57.5,Klebsiella pneumoniae,504,Novel,"0,0,128,4,*,*,*,*,*,*",540,504,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-42,25S,-,-,-,ESBL and Carb negative,KL62,Capsule null,Typeable,!,99.59%,-,O1/O2v1,O1ab,Typeable,-,99.36%,-
GCA_901421925.1_38656_F01_genomic,NCTC11698,Unknown,NCTC,PRJEB6403,SAMEA3368261,Unknown,1900/1984,Unknown,NA,NA,Unknown,5261751,1,5261751,5261751,5261751,5261751,0,57.5,Klebsiella pneumoniae,321,Novel,"0,0,434,0,*,*,*,*,*,*",321,321,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL3,Capsule null,Typeable,!,99.66%,-,O1/O2v2,O2afg,Typeable,-,98.89%,-
GCA_901421965.1_38015_G01_genomic,NCTC9171,Chest pus,NCTC,PRJEB6403,SAMEA3345126,Unknown,1900/1952,Unknown,NA,NA,K51,5159775,1,5159775,5159775,5159775,5159775,0,57.6,Klebsiella pneumoniae,Novel,Novel,"0,0,22,*,*,*,*,*,*,*",17,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1,-,-,-,-,ESBL and Carb negative,KL51,Capsule null,Typeable,!,99.79%,-,O3b,O3b,Typeable,!,99.45%,-
GCA_901422065.1_40345_F01_genomic,NCTC9157,Urine,NCTC,PRJEB6403,SAMEA3492649,Unknown,1900/1952,Denmark,56.26392,9.501785,K37,5208158,1,5208158,5208158,5208158,5208158,0,57.6,Klebsiella pneumoniae,171,Novel,"0,0,1146,0,0,0,0,*,*,*",10890,11602,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-27,156D,-,-,-,ESBL and Carb negative,KL22,K37,Typeable,!,99.79%,-,O1/O2v1,O1ab,Typeable,-,99.25%,-
GCA_901482415.1_43908_C02_genomic,NCTC8164,Unknown,NCTC,PRJEB6403,SAMEA3729945,Unknown,Unknown,Unknown,NA,NA,Unknown,5366451,3,11729,5220059,1788817,5220059,0,57.4,Klebsiella pneumoniae,116,Novel,"0,0,398,0,0,0,0,*,*,*",116,116,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL11,K11,Typeable,-,96.15%,-,O3/O3a,O3/O3a,Typeable,-,98.56%,-
GCA_901482715.1_42925_D01_genomic,NCTC3279,Unknown,NCTC,PRJEB6403,SAMEA3672882,Coypu,Unknown,Germany,51.165691,10.451526,Unknown,5508797,5,107762,3464261,1101759,3464261,0,57.1,Klebsiella pneumoniae,65,Novel,"0,0,391,0,*,*,*,*,*,*",65,65,Klebsiella pneumoniae,-,-,iuc 1,iro 1,rmp 1; KpVP-1,rmpA2_2*-54%,iuc (without ybt or clb),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL2,Capsule null,Typeable,!,99.24%,-,O1/O2v2,O2afg,Typeable,-!,99.33%,O1/O2v2_03_wbbM;O1/O2v2_04_glf;O1/O2v2_05_wbbN
GCA_900452035.1_31885_E02_genomic,NCTC10313,Unknown,NCTC,PRJEB6403,SAMEA2689779,Unknown,Unknown,Unknown,NA,NA,Unknown,5880173,6,71359,5374653,980028,5374653,0,56.5,Klebsiella pneumoniae,3802,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,ybt 10; ICEKp4 (truncated),-,iuc 2A,-,-,-,iuc and ybt (without clb),-,-,-,-,-,SHV-11^,35Q,OmpK35-43%;OmpK36-23%,-,-,ESBL and Carb negative,KL3,Capsule null,Untypeable,*!,96.56%,-,O1/O2v1,O2ac,Typeable,!,98.02%,-
GCA_900461485.1_31136_D01_genomic,NCTC5050,Unknown,NCTC,PRJEB6403,SAMEA2665117,Unknown,Unknown,Unknown,NA,NA,Unknown,5358975,5,49265,3627608,1071795,3627608,0,57,Klebsiella pneumoniae,3803,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,-,-,iuc 2A (truncated),-,-,-,iuc (without ybt or clb),-,-,-,-,-,-,-,OmpK35-19%;OmpK36-23%,-,-,ESBL and Carb negative,KL4,Capsule null,Typeable,+!,98.63%,-,O1/O2v1,O2a,Typeable,!,99.51%,-
GCA_900452045.1_55064_E01_genomic,NCTC9633,Unknown,NCTC,PRJEB6403,SAMEA104016173,Unknown,1900/1955,Unknown,NA,NA,Unknown,5594577,10,28143,1862251,559457,1357782,0,57,Klebsiella pneumoniae,3,4359,"0,0,421,0,1,0,0,1,0,0",3,3,Klebsiella pneumoniae,ybt 12; ICEKp10 (truncated),clb 1,-,-,rmp 2A; plasmid/chr (truncated),-,clb + ybt (or clb only),-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.64%,-,O1/O2v1,O1ab,Typeable,-,99.08%,-
GCA_900452075.1_31701_A02_genomic,NCTC9504,Unknown,NCTC,PRJEB6403,SAMEA2689774,Unknown,Unknown,Unknown,NA,NA,Unknown,5555481,5,15598,5316655,1111096,5316655,0,57.2,Klebsiella pneumoniae,29,Novel,"0,0,137,*,*,*,*,*,*,*",29,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL8,Capsule null,Typeable,!,99.61%,-,O1/O2v2,O2afg,Typeable,!,96.50%,-
GCA_900452185.1_31769_G01_genomic,NCTC9494,Unknown,NCTC,PRJEB6403,SAMEA2689773,Unknown,Unknown,Unknown,NA,NA,Unknown,5497760,2,213869,5283891,2748880,5283891,0,57.3,Klebsiella pneumoniae,3816,Novel,"0,0,429,*,*,*,*,*,*,*",23,Not tested,Klebsiella pneumoniae,-,-,iuc 1,iro 1,rmp 1; KpVP-1 (truncated),rmpA2_6*-55%,iuc (without ybt or clb),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL1,Capsule null,Typeable,!,96.74%,-,O1/O2v2,O2afg,Typeable,!,99.14%,-
GCA_901542315.1_44087_B02_genomic,NCTC7761,Unknown,NCTC,PRJEB6403,SAMEA3861963,Unknown,Unknown,United Kingdom,55.378051,-3.435973,Unknown,5353508,3,15545,5196107,1784502,5196107,0,57.3,Klebsiella pneumoniae,86,Novel,"0,0,395,0,*,*,*,*,*,*",86,86,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,-,-,-,-,-,SHV-1^,-,-,MgrB-81%,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.88%,-,O1/O2v1,O2a,Typeable,!,99.28%,-
GCA_900452125.1_31289_F01_genomic,NCTC5046,Unknown,NCTC,PRJEB6403,SAMEA2665116,Unknown,Unknown,Unknown,NA,NA,Unknown,5510126,4,17950,4800590,1377531,4800590,0,57.1,Klebsiella pneumoniae,3818,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL3,Capsule null,Typeable,!,98.22%,-,O1/O2v2,O2afg,Typeable,!,99.08%,-
GCA_900452135.1_52579_E01_genomic,NCTC5048,Nose,NCTC,PRJEB6403,SAMEA26393668,Homo sapiens,1900/1937,Netherlands: Amsterdam,52.3675734,4.9041389,Unknown,5541904,4,11449,5401036,1385476,5401036,0,57,Klebsiella pneumoniae,3819,Novel,"0,0,443,*,*,*,*,*,*,*",10032,Not tested,Klebsiella pneumoniae,ybt 11; ICE_rhino (truncated),-,iuc 4,-,rmp 4; chromosomal,-,iuc and ybt (without clb),-,-,-,-,-,SHV-206,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.41%,-,O1/O2v2,O2afg,Typeable,?3!,98.98%,-
GCA_900451245.1_46582_E01_genomic,NCTC9499,Unknown,NCTC,PRJEB6403,SAMEA4557830,Canine,Unknown,Unknown,NA,NA,K1,5626015,3,30776,5381801,1875338,5381801,0,57.5,Klebsiella quasipneumoniae,367,Novel,"2,1,32,1,1,0,0,0,*,*",367,367,Klebsiella quasipneumoniae subsp. similipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,OKP-B-40*,-,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,?2-!,97.04%,KL1_10_wcsS;KL1_12_gmd;KL1_11_wcsT,O3/O3a,O3/O3a,Typeable,-,98.79%,-
GCA_900451875.1_39220_A01_genomic,NCTC13368,Urine,NCTC,PRJEB6403,SAMEA3403055,Homo sapiens,1994,"USA: Richmond, VA",37.5407246,-77.4360481,Unknown,5528186,3,77095,5284644,1842728,5284644,0,57.7,Klebsiella quasipneumoniae,489,Novel,"2,1,24,0,0,0,0,0,*,*",489,489,Klebsiella quasipneumoniae subsp. similipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-2,-,SHV-18,-,-,OKP-B-6^,238A;240K,-,-,-,ESBL only,KL53,K53,Typeable,-,99.61%,-,O3/O3a,O3/O3a,Typeable,-,98.75%,-
GCA_900635925.1_36109_E01_genomic,NCTC11357,Unknown,NCTC,PRJEB6403,SAMEA3251433,Unknown,1900/1980,United Kingdom: Coventry,52.4128163,-1.5089521,K80,5124551,1,5124551,5124551,5124551,5124551,0,58.1,Klebsiella quasipneumoniae,1226,Novel,"2,1,33,0,0,0,0,0,*,*",1226,1226,Klebsiella quasipneumoniae subsp. similipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,OKP-B-5^,-,-,-,-,ESBL and Carb negative,KL80,K80,Typeable,!,100.00%,-,O12,O12,Typeable,-,99.50%,-
GCA_900635945.1_37430_C01_genomic,NCTC9180,Unknown,NCTC,PRJEB6403,SAMEA3340630,Unknown,1900/1952,Unknown,NA,NA,K60,5320817,1,5320817,5320817,5320817,5320817,0,57.8,Klebsiella quasipneumoniae,1224,Novel,"2,1,58,0,*,*,*,*,*,*",1224,1224,Klebsiella quasipneumoniae subsp. similipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,OKP-B-21,-,-,-,-,ESBL and Carb negative,KL60,Capsule null,Typeable,!,99.06%,-,O5,O5,Typeable,-,98.16%,-
GCA_901420485.1_36672_D01_genomic,NCTC11681,Feces,NCTC,PRJEB6403,SAMEA3282967,Homo sapiens,1900/1979,United Kingdom,55.378051,-3.435973,Unknown,5484136,4,7666,4667690,1371034,4667690,0,57.7,Klebsiella quasipneumoniae,Novel,Novel,"2,1,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella quasipneumoniae subsp. similipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,OKP-B-5^,-,-,PmrB-78%,-,ESBL and Carb negative,KL121,Capsule null,Typeable,?3-+!,92.79%,KL121_07_wzx;KL121_11_wcqS;KL121_20_wcsO;KL121_09_wzy;KL121_06_wzc;KL121_10_wctC;KL121_21_gnd;KL121_05_wzb;KL121_08_wclT,O3/O3a,O3/O3a,Typeable,!,98.26%,-
GCA_901422025.1_38445_C01_genomic,NCTC9170,Unknown,NCTC,PRJEB6403,SAMEA3368328,Unknown,1900/1952,Turkey,38.963745,35.243322,K50,5142131,1,5142131,5142131,5142131,5142131,0,58,Klebsiella quasipneumoniae,488,Novel,"2,1,30,0,0,*,*,*,*,*",488,488,Klebsiella quasipneumoniae subsp. similipneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,OKP-B-22,-,-,-,-,ESBL and Carb negative,KL43,Capsule null,Untypeable,?2-+!,95.52%,KL43_14_wzx;KL43_05_wzb;KL43_08_wcuO;KL43_10_wcpY;KL43_12_wbaZ;KL43_15_wcpZ;KL43_13_wcuV;KL43_09_wzy;KL43_11_wcuE,O3b,O3b,Typeable,!,99.69%,-
GCA_900451525.1_31436_G01_genomic,NCTC9177,Unknown,NCTC,PRJEB6403,SAMEA2689771,Unknown,Unknown,Unknown,NA,NA,Unknown,5834167,4,27207,5554105,1458541,5554105,0,57,Klebsiella variicola,3780,Novel,"1,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-2^,-,OmpK35-20%;OmpK36-47%,PmrB-59%,-,ESBL and Carb negative,KL57,Capsule null,Typeable,!,94.90%,-,O5,O5,Typeable,!,99.49%,-
GCA_900451985.1_32473_F02_genomic,NCTC11695,Unknown,NCTC,PRJEB6403,SAMEA2709022,Unknown,Unknown,Unknown,NA,NA,Unknown,5548353,2,107776,5440577,2774176,5440577,0,57.3,Klebsiella variicola,3815,Novel,"1,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL28,Capsule null,Untypeable,*!,93.67%,-,O5,O5,Typeable,!,90.24%,-
GCA_900452005.1_37430_B01_genomic,NCTC9176,Sputum,NCTC,PRJEB6403,SAMEA3340629,Unknown,1900/1952,Unknown,NA,NA,K56,5657678,2,171200,5486478,2828839,5486478,0,57.3,Klebsiella variicola,3779,Novel,"1,0,396,*,*,*,*,*,*,*",10891,Not tested,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-16^,-,-,MgrB-17%,-,ESBL and Carb negative,KL56,Capsule null,Typeable,!,98.36%,-,OL103,unknown (OL103),Typeable,!,98.82%,-
GCA_900452335.1_37637_H02_genomic,NCTC10262,Unknown,NCTC,PRJEB6403,SAMEA3340640,Unknown,1900/1958,Unknown,NA,NA,K71,5717148,3,109680,5432496,1905716,5432496,0,57.3,Klebsiella variicola,1225,3698,"1,0,78,0,0,0,0,0,0,0",1225,1225,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-16^,-,-,-,-,ESBL and Carb negative,KL71,K71,Typeable,!,100.00%,-,O5,O5,Typeable,-,99.73%,-
GCA_900636185.1_39282_B01_genomic,NCTC9668,Unknown,NCTC,PRJEB6403,SAMEA3446337,Unknown,1900/1955,Unknown,NA,NA,K6,5768342,1,5768342,5768342,5768342,5768342,0,57.2,Klebsiella variicola,3573,Novel,"1,0,75,*,*,*,*,*,*,*",3573,Not tested,Klebsiella variicola subsp. variicola,ybt 2; ICEKp1,-,-,iro 3 (truncated),rmp 3; ICEKp1 (truncated),-,ybt only,-,-,-,-,-,LEN-2*,-,-,-,-,ESBL and Carb negative,KL121,Capsule null,Typeable,!,99.65%,-,O3/O3a,O3/O3a,Typeable,-,99.86%,-
GCA_901420845.1_38502_A01_genomic,NCTC9174,Urine,NCTC,PRJEB6403,SAMEA3376911,Unknown,1952,Denmark,56.26392,9.501785,K54,5825361,4,21528,5451822,1456340,5451822,0,57.1,Klebsiella variicola,1219,Novel,"1,0,257,2,*,*,*,*,*,*",10587,11615,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-2^,-,-,-,-,ESBL and Carb negative,KL54,Capsule null,Typeable,!,96.90%,-,O3/O3a,O3/O3a,Typeable,!,97.74%,-
GCA_901420855.1_38445_B01_genomic,NCTC9169,Urine,NCTC,PRJEB6403,SAMEA3368327,Unknown,1900/1952,Unknown,NA,NA,K49,5649328,2,155238,5494090,2824664,5494090,0,57.3,Klebsiella variicola,1148,Novel,"1,0,448,0,0,0,0,*,*,*",10896,11612,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-2^,-,-,-,-,ESBL and Carb negative,KL49,K49,Typeable,+,100.00%,-,O3/O3a,O3/O3a,Typeable,-,99.86%,-
GCA_901421915.1_38344_C01_genomic,NCTC9178,Sputum,NCTC,PRJEB6403,SAMEA3368258,Unknown,1900/1952,Unknown,NA,NA,K58,5587281,1,5587281,5587281,5587281,5587281,0,57.3,Klebsiella variicola,Novel,Novel,"1,0,421,*,*,*,*,*,*,*",10892,Not tested,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-18,-,OmpK35-4%,-,-,ESBL and Carb negative,KL58,Capsule null,Typeable,!,96.81%,-,O3/O3a,O3/O3a,Typeable,!,99.96%,-
GCA_045261935.1_ASM4526193v1_genomic,163575R,Unknown,KlebPhaCol,PRJNA1187231,SAMN44786592,Homo sapiens,Unknown,Unknown,NA,NA,Unknown,5040185,40,524,758982,126004,211338,0,55.1,Klebsiella aerogenes,190,Not tested,Not tested,Not tested,Not tested,Klebsiella aerogenes,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
GCA_045261815.1_ASM4526181v1_genomic,164413U12,Unknown,KlebPhaCol,PRJNA1187231,SAMN44786598,Homo sapiens,Unknown,Unknown,NA,NA,Unknown,5959506,69,512,581652,86369,149573,0,55.1,Klebsiella oxytoca,37,Not tested,Not tested,Not tested,Not tested,Klebsiella oxytoca,-,-,-,-,-,-,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
GCA_046503475.1_ASM4650347v1_genomic,KLEB11,Unknown,KlebPhaCol,PRJNA1187231,SAMN44786610,Homo sapiens,Unknown,Unknown,NA,NA,Unknown,5804424,60,500,641619,96740,181230,0,55.2,Klebsiella oxytoca,Novel,Not tested,Not tested,Not tested,Not tested,Klebsiella oxytoca,-,-,-,-,-,-,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested,Not tested
GCA_019732495.1_ASM1973249v1_genomic,K6310,Blood,KlebPhaCol,PRJNA745534,SAMN20168914,Homo sapiens,2017,Netherlands,52.132633,5.291265999999999,Unknown,5454519,697,200,1508916,7825,327618,492,57.1,Klebsiella pneumoniae,Novel,Novel,"0,0,261,0,*,*,*,*,*,*",716,716,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-27,156D,-,-,-,ESBL and Carb negative,KL110,unknown (KL110),Typeable,-,99.69%,-,O1/O2v1,O2a,Typeable,-,99.12%,-
GCA_019732505.1_ASM1973250v1_genomic,K6500,Blood,KlebPhaCol,PRJNA745534,SAMN20169011,Homo sapiens,2017,Netherlands,52.132633,5.291265999999999,Unknown,5415081,188,200,677530,28803,197357,388,57.4,Klebsiella pneumoniae,1411,Novel,"0,0,148,0,*,*,*,*,*,*",1411,10107,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL61,K61,Typeable,?4,98.44%,-,O5,O5,Typeable,?3,98.61%,-
GCA_019732515.1_ASM1973251v1_genomic,L923,Blood,KlebPhaCol,PRJNA745534,SAMN20169006,Homo sapiens,2018,Netherlands,52.132633,5.291265999999999,Unknown,5321778,96,200,577699,55435,301412,489,57.5,Klebsiella pneumoniae,Novel,Novel,"0,0,828,*,*,*,*,*,*,*",10657,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-65,-,-,-,-,ESBL and Carb negative,KL30,K30,Typeable,?4,99.66%,-,O3b,O3b,Typeable,?3,99.74%,-
GCA_019732555.1_ASM1973255v1_genomic,K6592,Prosthetic material,KlebPhaCol,PRJNA745534,SAMN20169009,Homo sapiens,2017,Netherlands,52.132633,5.291265999999999,Unknown,5435454,133,204,767388,40868,331086,490,57.2,Klebsiella pneumoniae,Novel,Novel,"0,0,197,0,4,0,2,*,*,*",147,147,Klebsiella pneumoniae,ybt 16; ICEKp12,-,-,-,-,-,ybt only,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,OmpK35-7%,-,GyrA-83I;ParC-80I,ESBL only,KL64,K64,Typeable,-,100.00%,-,O1/O2v1,O1a,Typeable,-,99.03%,-
GCA_019732565.1_ASM1973256v1_genomic,K6453,Cerebrospinal fluid,KlebPhaCol,PRJNA745534,SAMN20169008,Homo sapiens,2017,Netherlands,52.132633,5.291265999999999,Unknown,5253117,181,201,434507,29022,135794,473,57.3,Klebsiella pneumoniae,308,Novel,"0,0,93,0,0,*,*,*,*,*",308,308,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL38,K38,Typeable,-,99.53%,-,O1/O2v1,O1ab,Typeable,-,99.05%,-
