strain	accession	geo_loc_name	serovar	lon	lat	Assembly	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	MLST_scheme	MLST	K-locus	Best match type K-locus	Problems K-locus	Identity K-locus	Coverage K-locus	Length discrepancy K-locus	Expected genes in locus K-locus	Expected genes in locus, details K-locus	Missing expected genes K-locus	Other genes in locus K-locus	Other genes in locus, details K-locus	Expected genes outside locus K-locus	Expected genes outside locus, details K-locus	Other genes outside locus K-locus	Other genes outside locus, details K-locus	Truncated genes, details K-locus	O-locus	Best match type O-locus	Problems O-locus	Identity O-locus	Coverage O-locus	Length discrepancy O-locus	Expected genes in locus O-locus	Expected genes in locus, details O-locus	Missing expected genes O-locus	Other genes in locus O-locus	Other genes in locus, details O-locus	Expected genes outside locus O-locus	Expected genes outside locus, details O-locus	Other genes outside locus O-locus	Other genes outside locus, details O-locus	Truncated genes, details O-locus	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	RmpADC	RmST	rmpA2	wzi	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	Bla_chr	SHV_mutations	Omp_mutations	Col_mutations	Flq_mutations	truncated_resistance_hits	spurious_resistance_hits	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	spurious_virulence_hits
ATCC® 31311™	31311					Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_31311	Klebsiella variicola subsp. variicola	strong	1	5438011	5438011	5438011	no	-	kpneumoniae	595	KL16	K16		98.98%	100.19%	43 bp	22 / 22 (100.00%)	KL16_01_galF,99.66%,100.00%;KL16_02_cpsACP,93.78%,100.00%;KL16_03_wzi,99.58%,100.00%;KL16_04_wza,100.00%,100.00%;KL16_05_wzb,100.00%,100.00%;KL16_06_wzc,99.02%,100.00%;KL16_07_wzx,99.50%,100.00%;KL16_08_wzy,99.08%,100.00%;KL16_09_gtf1,98.40%,100.00%;KL16_10_vatD,98.90%,100.00%;KL16_11_lacA,99.45%,100.00%;KL16_12_sunS,98.70%,100.00%;KL16_13_gmd,99.73%,100.00%;KL16_14_fcl,99.69%,100.00%;KL16_15_gmm,99.34%,100.00%;KL16_16,99.01%,100.00%;KL16_17_wcaJ,100.00%,100.00%;KL16_18_gnd,99.79%,100.00%;KL16_19,94.48%,102.52%;KL16_20_manC,99.58%,100.00%;KL16_21_manB,99.78%,100.00%;KL16_22_ugd,100.00%,100.00%		0		2 / 22 (9.09%)	KL16_20_manC,99.58%,100.00%;KL16_21_manB,99.55%,98.03%	1	KL150_19_gmd,98.50%,100.00%		O5	O5		99.67%	99.90%	-12 bp	8 / 8 (100.00%)	O5_01_manC,99.79%,100.00%;O5_02_manB,99.78%,100.00%;O5_03_wzm,99.62%,100.00%;O5_04_wzt,100.00%,100.00%;O5_05_wbdD,100.00%,100.00%;O5_06_wbdA,99.75%,100.00%;O5_07_wbdB,99.48%,100.00%;O5_08_wbdC,98.92%,98.92%		0		2 / 8 (25.00%)	O5_01_manC,99.79%,100.00%;O5_02_manB,99.55%,97.60%	0			ST595	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi251	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-16^	-	OmpK36-34%	-	-	-	-	ST595	16	24	21	27	55	22	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ATCC® 31646™	31646					Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_31646	Klebsiella variicola subsp. variicola	strong	1	5363026	5363026	5363026	no	-	kpneumoniae	355	KL63	K63	!	97.43%	100.00%	-3 bp	20 / 20 (100.00%)	KL63_01_galF,98.99%,100.00%;KL63_02_cpsACP,95.69%,100.00%;KL63_03_wzi,98.61%,100.00%;KL63_04_wza,99.47%,100.00%;KL63_05_wzb,99.32%,100.00%;KL63_06_wzc,99.03%,100.00%;KL63_07_wbaP,98.31%,100.00%;KL63_08_wcsD,96.32%,100.00%;KL63_09_wzx,97.54%,100.00%;KL63_10_wzy,97.90%,100.00%;KL63_11_wcsE,96.67%,100.00%;KL63_12_gmd,100.00%,100.00%;KL63_13_wcaG,97.82%,100.00%;KL63_14,95.95%,100.00%;KL63_15_wcaI,97.55%,100.00%;KL63_16,96.49%,100.00%;KL63_17_gnd,85.71%,1.46%,truncated;KL63_18_manC,97.88%,100.00%;KL63_19_manB,99.56%,100.00%;KL63_20_ugd,99.74%,100.00%		0		2 / 20 (10.00%)	KL63_18_manC,97.88%,100.00%;KL63_19_manB,99.11%,98.03%	0		KL63_17_gnd,85.71%,1.46%,truncated	O5	O5		99.70%	100.00%	0 bp	8 / 8 (100.00%)	O5_01_manC,99.36%,100.00%;O5_02_manB,99.56%,100.00%;O5_03_wzm,99.62%,100.00%;O5_04_wzt,100.00%,100.00%;O5_05_wbdD,100.00%,100.00%;O5_06_wbdA,99.59%,100.00%;O5_07_wbdB,99.48%,100.00%;O5_08_wbdC,100.00%,100.00%		0		2 / 8 (25.00%)	O5_01_manC,99.36%,100.00%;O5_02_manB,99.55%,97.60%	0			ST355	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi388	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-25	-	-	-	-	-	-	ST355	16	45	21	27	47	22	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ATCC® 33495™	33495					Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_33495	Klebsiella pneumoniae	strong	17	2823469	2823469	5487722	no	-	kpneumoniae	4073	KL5	Capsule null	!	99.95%	100.04%	1338 bp	19 / 19 (100.00%)	KL5_01_galF,100.00%,100.00%;KL5_02_cpsACP,100.00%,100.00%;KL5_03_wzi,99.80%,100.00%;KL5_04_wza,100.00%,100.00%;KL5_05_wzb,100.00%,38.19%,truncated;KL5_05_wzb,100.00%,63.19%,truncated;KL5_06_wzc,99.72%,100.00%;KL5_07,100.00%,100.00%;KL5_08_wzx,100.00%,100.00%;KL5_09,100.00%,100.00%;KL5_10,100.00%,100.00%;KL5_11,100.00%,100.00%;KL5_12,100.00%,100.00%;KL5_13,100.00%,100.00%;KL5_14,100.00%,100.00%;KL5_15_wcaJ,100.00%,100.00%;KL5_16_gnd,99.79%,100.00%;KL5_17_manC,100.00%,100.00%;KL5_18_manB,100.00%,100.00%;KL5_19_ugd,99.74%,100.00%		0		0 / 19 (0.00%)		2	KL40_05_rfaG,98.14%,99.21%;KL150_19_gmd,99.10%,100.00%	KL5_05_wzb,100.00%,38.19%,truncated;KL5_05_wzb,100.00%,63.19%,truncated	O1/O2v1	O1ab		98.93%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.05%,100.00%;O1/O2v1_04_glf,98.44%,100.00%;O1/O2v1_05_wbbN,99.66%,100.00%;O1/O2v1_06_wbbO,98.94%,100.00%;O1/O2v1_07_kfoC,96.80%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.79%,100.00%;O3b_02_manB,99.11%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%		ST4073	0	0	3	4	-	0	-	0	-	0	-	0	-	0	-	wzi5	aadA^	-	-	-	-	-	-	-	sul1	tet(B).v2*;tetR	-	-	-	-	-	-	-	SHV-37	35Q	-	-	-	-	-	ST4073	12	6	1	3	8	5	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ATCC® 35593™	35593					Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_35593	Klebsiella pneumoniae	strong	7	4964328	4964328	5201904	no	-	kpneumoniae	82	KL1	K1	?2	99.51%	100.00%	n/a	20 / 20 (100.00%)	KL1_01_galF,99.33%,100.00%;KL1_02_cpsACP,96.65%,100.00%;KL1_03_wzi,99.58%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_06_wzc,99.09%,15.49%,partial;KL1_06_wzc,98.16%,84.37%,partial;KL1_07_wzx,99.77%,100.00%;KL1_08_wclY,99.72%,100.00%;KL1_09_wzy,100.00%,100.00%;KL1_10_wcsS,99.73%,100.00%;KL1_11_wcsT,99.41%,100.00%;KL1_12_gmd,100.00%,100.00%;KL1_13_wcaG,99.42%,100.00%;KL1_14_wcaH,100.00%,100.00%;KL1_15_wcaI,99.75%,100.00%;KL1_16_wcaJ,99.36%,100.00%;KL1_17_gnd,100.00%,100.00%;KL1_18_manC,100.00%,100.00%;KL1_19_manB,99.78%,100.00%;KL1_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,97.89%,99.74%;KL150_19_gmd,99.40%,100.00%		O1/O2v1	O1ab		99.28%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.58%,100.00%;O5_02_manB,99.33%,97.60%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%;Extra_genes_wbbYZ_02_wbbZ,98.88%,100.00%		ST82	0	0	0	0	-	0	-	0	-	0	-	0	rmp 2A; plasmid/chr (truncated)	12	-	wzi128	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST82	2	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	7	12	4-17%	iroC_5*-0%
ATCC® 35657™	35657					Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_35657	Klebsiella pneumoniae	strong	2	5229221	5229221	5387962	no	-	kpneumoniae	505	KL64	K64		99.92%	100.00%	0 bp	24 / 24 (100.00%)	KL64_01_galF,100.00%,100.00%;KL64_02_cpsACP,100.00%,100.00%;KL64_03_wzi,100.00%,100.00%;KL64_04_wza,100.00%,100.00%;KL64_05_wzb,100.00%,100.00%;KL64_06_wzc,99.86%,100.00%;KL64_07_wzx,99.80%,100.00%;KL64_08_wcoV,100.00%,100.00%;KL64_09,100.00%,100.00%;KL64_10_wzy,100.00%,100.00%;KL64_11_wcoU,99.69%,100.00%;KL64_12_wcoT,99.71%,100.00%;KL64_13_wcsF,99.73%,100.00%;KL64_14_wcuK,100.00%,100.00%;KL64_15_wbaZ,99.74%,100.00%;KL64_16_wcaJ,100.00%,100.00%;KL64_17_gnd,100.00%,100.00%;KL64_18_manC,100.00%,100.00%;KL64_19_manB,100.00%,100.00%;KL64_20_rmlB,100.00%,100.00%;KL64_21_rmlA,99.65%,100.00%;KL64_22_rmlD,100.00%,100.00%;KL64_23_rmlC,100.00%,100.00%;KL64_24_ugd,100.00%,100.00%		0		0 / 24 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,98.80%,100.00%		O1/O2v1	O1ab		99.08%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,97.92%,100.00%;O1/O2v1_05_wbbN,97.31%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,99.77%,100.00%		0		0 / 7 (0.00%)		8	O3b_01_manC,100.00%,100.00%;O12_01_rfbB,98.02%,100.00%;O3b_02_manB,99.77%,95.65%;OL13_02_rfbA,97.54%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,96.69%,98.37%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%		ST505	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-108	35Q	-	-	-	-	-	ST505	7	1	5	1	1	1	84	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ATCC® 4208™	4208					Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_4208	Klebsiella pneumoniae	strong	14	5020059	5020059	5271834	no	-	kpneumoniae	82	KL1	K1		99.53%	100.00%	-1 bp	20 / 20 (100.00%)	KL1_01_galF,99.33%,100.00%;KL1_02_cpsACP,96.65%,100.00%;KL1_03_wzi,99.58%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_06_wzc,98.17%,100.00%;KL1_07_wzx,99.77%,100.00%;KL1_08_wclY,99.72%,100.00%;KL1_09_wzy,100.00%,100.00%;KL1_10_wcsS,99.73%,100.00%;KL1_11_wcsT,99.41%,100.00%;KL1_12_gmd,100.00%,100.00%;KL1_13_wcaG,99.42%,100.00%;KL1_14_wcaH,100.00%,100.00%;KL1_15_wcaI,99.75%,100.00%;KL1_16_wcaJ,99.36%,100.00%;KL1_17_gnd,100.00%,100.00%;KL1_18_manC,100.00%,100.00%;KL1_19_manB,99.78%,100.00%;KL1_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,97.89%,99.74%;KL150_19_gmd,99.40%,100.00%		O1/O2v1	O1ab		99.28%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.58%,100.00%;O5_02_manB,99.33%,97.60%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%;Extra_genes_wbbYZ_02_wbbZ,98.88%,100.00%		ST82	0	0	0	0	-	0	-	0	-	0	-	0	rmp 2A; plasmid/chr (truncated)	12	-	wzi128	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ST82	2	6	1	1	4	1	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	7	12	4-17%	iroC_5*-0%
ATCC® 4209™	4209					Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_4209	Klebsiella pneumoniae	strong	1	5271658	5271658	5271658	no	-	kpneumoniae	86	KL2	Capsule null	!	99.89%	103.52%	778 bp	18 / 18 (100.00%)	KL2_01_galF,100.00%,100.00%;KL2_02_cpsACP,99.52%,100.00%;KL2_03_wzi,100.00%,100.00%;KL2_04_wza,100.00%,100.00%;KL2_05_wzb,100.00%,100.00%;KL2_06_wzc,99.86%,100.00%;KL2_07,100.00%,100.00%;KL2_08,100.00%,100.00%;KL2_09,100.00%,100.00%;KL2_10,100.00%,100.00%;KL2_11_wzx,100.00%,100.00%;KL2_12,99.48%,100.00%;KL2_13,100.00%,100.00%;KL2_14_wcaJ,99.63%,57.63%,truncated;KL2_15_gnd,99.57%,100.00%;KL2_16_manC,100.00%,100.00%;KL2_17_manB,100.00%,100.00%;KL2_18_ugd,100.00%,100.00%		0		0 / 18 (0.00%)		2	KL40_05_rfaG,98.14%,99.21%;KL150_19_gmd,99.70%,100.00%	KL2_14_wcaJ,99.63%,57.63%,truncated	O1/O2v1	O2a		99.26%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.52%,100.00%;O1/O2v1_04_glf,99.48%,100.00%;O1/O2v1_05_wbbN,98.65%,100.00%;O1/O2v1_06_wbbO,98.94%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		2	O3b_01_manC,100.00%,100.00%;O3b_02_manB,99.55%,96.52%		ST86	1	0	1	0	ybt 9; ICEKp3 (truncated)	217	-	0	-	0	-	0	-	0	-	wzi2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	MgrB-49%	-	-	-	ST86	9	4	2	1	1	1	27	5	5	6	5	1	9	218	4-39%	5	5	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ATCC® 43816™	43816					Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_43816	Klebsiella pneumoniae	strong	1	5362685	5362685	5362685	no	-	kpneumoniae	493	KL2	K2		99.73%	100.00%	1 bp	18 / 18 (100.00%)	KL2_01_galF,100.00%,100.00%;KL2_02_cpsACP,99.52%,100.00%;KL2_03_wzi,100.00%,100.00%;KL2_04_wza,100.00%,100.00%;KL2_05_wzb,99.31%,100.00%;KL2_06_wzc,99.72%,100.00%;KL2_07,99.44%,100.00%;KL2_08,100.00%,100.00%;KL2_09,99.74%,100.00%;KL2_10,100.00%,100.00%;KL2_11_wzx,99.59%,100.00%;KL2_12,99.14%,100.00%;KL2_13,99.55%,100.00%;KL2_14_wcaJ,99.78%,100.00%;KL2_15_gnd,99.57%,100.00%;KL2_16_manC,100.00%,100.00%;KL2_17_manB,100.00%,100.00%;KL2_18_ugd,99.74%,100.00%		0		0 / 18 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,100.00%,100.00%		O1/O2v1	O1ab		99.77%	100.00%	1 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,99.84%,100.00%;O1/O2v1_04_glf,99.74%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,99.73%,100.00%;O1/O2v1_07_kfoC,99.09%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,100.00%,100.00%;O3b_02_manB,99.55%,96.52%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%		ST493	1	0	0	0	ybt 2; ICEKp1	321	-	0	-	0	iro 3 (truncated)	21	rmp 3; ICEKp1	145	-	wzi2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1*	-	-	-	-	-	fosA7*?-0%	ST493	2	1	70	1	12	1	127	8	55	50	6	5	117	125	6	7	7	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	38-4%	10	5	20	1	1	-
ATCC® 49472™	49472					Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_49472	Klebsiella pneumoniae	strong	4	5178030	5178030	5561400	no	-	kpneumoniae	416	KL30	K30	!	97.83%	99.98%	0 bp	20 / 20 (100.00%)	KL30_01_galF,100.00%,100.00%;KL30_02_cpsACP,99.04%,100.00%;KL30_03_wzi,99.60%,100.00%;KL30_04_wza,100.00%,100.00%;KL30_05_wzb,99.30%,100.00%;KL30_06_wzc,99.45%,100.00%;KL30_07_wcuL,100.00%,100.00%;KL30_08_wzx,100.00%,100.00%;KL30_09_wcuD,97.39%,100.00%;KL30_10_wzy,92.91%,100.00%;KL30_11_wckP,91.99%,100.00%;KL30_12_wckO,93.57%,100.00%;KL30_13_wckN,92.52%,100.00%;KL30_14,94.33%,99.82%;KL30_15_wcuG,100.00%,2.26%,truncated;KL30_16_wcaJ,98.06%,100.00%;KL30_17_gnd,99.36%,100.00%;KL30_18_manC,99.36%,100.00%;KL30_19_manB,100.00%,100.00%;KL30_20_ugd,99.74%,100.00%		0		0 / 20 (0.00%)		4	KL40_03_wcpO,97.77%,100.00%;KL40_04,99.25%,100.00%;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,98.50%,100.00%	KL30_15_wcuG,100.00%,2.26%,truncated	O1/O2v2	O1ab		99.56%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,99.52%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,100.00%,100.00%;O1/O2v2_07_kfoC,99.75%,100.00%;O1/O2v2_08_gmlC,100.00%,100.00%;O1/O2v2_09_gmlB,100.00%,100.00%;O1/O2v2_10_gmlA,99.20%,100.00%		0		0 / 10 (0.00%)		4	O3b_01_manC,99.79%,100.00%;O3/O3a_02_manB,99.78%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.73%,100.00%		ST416	0	0	2	3	-	0	-	0	-	0	-	0	-	0	-	wzi273	aac(3)-Ia*;aadA	-	-	-	-	-	-	-	sul1	-	-	-	-	-	-	-	-	SHV-14^	-	-	-	-	-	-	ST416	2	38	1	1	7	4	89	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ATCC® 51503™	51503					Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_51503	Klebsiella pneumoniae	strong	5	5236838	5236838	5655322	no	-	kpneumoniae	20	KL28	K28		99.79%	100.00%	1 bp	19 / 19 (100.00%)	KL28_01_galF,100.00%,100.00%;KL28_02_cpsACP,100.00%,100.00%;KL28_03_wzi,97.69%,100.00%;KL28_04_wza,99.74%,100.00%;KL28_05_wzb,100.00%,100.00%;KL28_06_wzc,100.00%,100.00%;KL28_07_wckC,100.00%,100.00%;KL28_08_wcuC,100.00%,100.00%;KL28_09_wckD,100.00%,100.00%;KL28_10_wzy,100.00%,100.00%;KL28_11_wclS,99.20%,100.00%;KL28_12_wcuE,100.00%,100.00%;KL28_13_wzx,99.76%,100.00%;KL28_14_wbaZ,100.00%,100.00%;KL28_15_wcaJ,100.00%,100.00%;KL28_16_gnd,100.00%,100.00%;KL28_17_manC,99.79%,100.00%;KL28_18_manB,99.78%,100.00%;KL28_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		4	KL40_03_wcpO,98.98%,99.80%;KL40_04,99.50%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,99.10%,100.00%		O1/O2v2	O1ab		99.00%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.73%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.12%,100.00%;O1/O2v2_09_gmlB,99.08%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O3b_01_manC,100.00%,100.00%;O3b_02_manB,99.33%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.59%,100.00%		ST20	0	1	4	5	-	0	-	0	-	0	-	0	-	0	-	wzi84	aac(3)-IId^	-	-	-	-	-	-	-	sul1	-	-	dfrA1.v1	-	-	TEM-10.v2;TEM-12^	-	-	SHV-187	-	-	-	-	-	-	ST20	2	3	1	1	4	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ATCC® 51504™	51504					Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_51504	Klebsiella pneumoniae	strong	6	5453708	5453708	5936186	no	-	kpneumoniae	299	KL7	K7		99.51%	100.00%	2 bp	20 / 20 (100.00%)	KL7_01_galF,99.33%,100.00%;KL7_02_cpsACP,98.09%,100.00%;KL7_03_wzi,99.79%,100.00%;KL7_04_wza,99.47%,100.00%;KL7_05_wzb,99.31%,100.00%;KL7_06_wzc,99.72%,100.00%;KL7_07_wcuE,100.00%,100.00%;KL7_08_wckC,98.75%,100.00%;KL7_09_wcuC,99.42%,100.00%;KL7_10_wzy,99.74%,100.00%;KL7_11_wckD,99.72%,100.00%;KL7_12_wclS,99.72%,100.00%;KL7_13_wcuJ,100.00%,100.00%;KL7_14_wzx,99.17%,100.00%;KL7_15_wbaZ,100.00%,100.00%;KL7_16_wcaJ,99.57%,100.00%;KL7_17_gnd,99.57%,100.00%;KL7_18_manC,99.58%,100.00%;KL7_19_manB,99.56%,100.00%;KL7_20_ugd,99.74%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,97.89%,99.74%;KL150_19_gmd,98.50%,100.00%		O1/O2v1	O1ab		99.43%	100.00%	-1 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.52%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,99.54%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.79%,100.00%;O3b_02_manB,99.55%,97.39%;Extra_genes_wbbYZ_02_wbbZ,98.88%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%		ST299-1LV	2	1	6	7	ybt 17; ICEKp10	239-5LV	clb 3	17	-	0	-	0	-	0	-	wzi7	aac(3)-IIa.v1	-	-	-	-	-	-	-	sul1	-	-	dfrA29.v1	OXA-2	-	TEM-10.v2^;TEM-10.v2^;TEM-10.v2^	-	-	SHV-1	-	-	-	GyrA-83Y	-	-	ST299-1LV	120*	10	1	1	56	24	31	6	15	175*	148*	11	245*	26*	2	11	4*	2	2	10	2	2	2	2	2	8	2	2	2	2	2	2	2	-	-	-	-	-	-	-	-	-	-	-	-	-
