Accession,Genome ID,Genome Name,Genome Length,No. Contigs,Smallest Contig,Largest Contig,Average Contig Length,N50,non-ATCG,GC Content,Organism Name,ST,cgST,LIN code,Sublineage,Clonal Group,species,Yersiniabactin,Colibactin,Aerobactin,Salmochelin,RmpADC,rmpA2,virulence_score,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,resistance_score,K_locus,K_type,K_locus_confidence,K_locus_problems,K_locus_identity,K_Missing_expected_genes,O_locus,O_type,O_locus_confidence,O_locus_problems,O_locus_identity,O_Missing_expected_genes
11296,67b44237ce6d68cd960f53e8,Klebsiella_pneumoniae_subsp_ozaenae_ATCC_11296,5372589,12,162,5054985,447715,5054985,0,57.1,Klebsiella pneumoniae,91,3992,"0,0,439,0,0,0,0,0,0,0",91,91,Klebsiella pneumoniae,-,-,iuc 2A,-,-,-,iuc (without ybt or clb),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL4,K4,Untypeable,+!,99.98%,-,O1/O2v1,O2ac,Typeable,!,99.46%,-
GCA_040270905.1,67b44237ce6d68ce620f52c4,GCA_040270905.1_ASM4027090v1_genomic,5798289,85,1037,510956,68215,190155,1300,56.7,Klebsiella pneumoniae,101,29400,"0,0,84,0,8,0,11,6,0,0",101,101,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1,SHV-1^,-,OmpK35-40%,-,GyrA-83Y;GyrA-87A;ParC-80I,Carb without colistin,KL17,K17,Typeable,-,100.00%,-,O1/O2v1,O1ab,Typeable,-,98.92%,-
GCA_900451495.1,67b44237ce6d68ce990f530f,GCA_900451495.1_44787_D01_genomic,5607226,5,59103,5226701,1121445,5226701,0,56.8,Klebsiella pneumoniae,3768,5351,"0,0,439,3,0,0,0,0,0,0",91,91,Klebsiella pneumoniae,ybt 10; ICEKp4,-,iuc 2A,-,-,-,iuc and ybt (without clb),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL4,K4,Untypeable,+!,99.88%,-,O1/O2v1,O2ac,Typeable,!,99.53%,-
35593,67b44237ce6d68cfd10f5400,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_35593,5201904,7,216,4964328,743129,4964328,0,57.5,Klebsiella pneumoniae,82,3710,"0,0,438,0,0,0,0,0,0,0",82,82,Klebsiella pneumoniae,-,-,-,-,rmp 2A; plasmid/chr (truncated),-,"ybt, clb and iuc negative",-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,?2,99.51%,-,O1/O2v1,O1ab,Typeable,-,99.28%,-
GCA_900451415.1,67b44237ce6d68d0340f5308,GCA_900451415.1_36340_H01_genomic,5481589,12,12425,2633718,456799,1012063,0,57.1,Klebsiella pneumoniae,3760,Novel,"0,0,438,*,*,*,*,*,*,*",82,Not tested,Klebsiella pneumoniae,-,-,iuc 2A,-,rmp 2A; plasmid/chr (truncated),-,iuc (without ybt or clb),-,-,-,-,-,-,-,OmpK35-59%,-,-,ESBL and Carb negative,KL1,Capsule null,Typeable,?2-!,94.65%,KL1_09_wzy;KL1_10_wcsS;KL1_11_wcsT;KL1_08_wclY;KL1_13_wcaG;KL1_12_gmd,O1/O2v1,O1ab,Typeable,+!,99.34%,-
GCA_900451895.1,67b44237ce6d68d0a50f5336,GCA_900451895.1_40400_B01_genomic,5743928,8,12622,5204778,717991,5204778,0,56.6,Klebsiella pneumoniae,91,5360,"0,0,442,3,0,0,0,0,0,0",10031,10297,Klebsiella pneumoniae,-,-,iuc 2A,-,-,-,iuc (without ybt or clb),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL5,K5,Typeable,-,99.08%,-,O1/O2v1,O2ac,Typeable,!,99.20%,-
GCA_900451685.1,67b44237ce6d68d1320f5321,GCA_900451685.1_37554_B01_genomic,5423896,4,6348,5003190,1355974,5003190,0,56.8,Klebsiella pneumoniae,381,5357,"0,0,439,5,0,0,0,0,0,0",91,91,Klebsiella pneumoniae,ybt 10; ICEKp4?,-,iuc 2A,-,-,-,iuc and ybt (without clb),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL4,Capsule null,Untypeable,+!,96.76%,-,O1/O2v1,O2ac,Typeable,!,99.55%,-
GCA_019930355.1,67b44237ce6d68d37a0f52ac,GCA_019930355.1_ASM1993035v1_genomic,5350812,149,202,313041,35911,129174,0,57.5,Klebsiella pneumoniae,322,Novel,"0,0,3,0,*,*,*,*,*,*",322,322,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL17,K17,Typeable,-,99.53%,-,O4,O4,Typeable,-,99.61%,-
GCA_019930165.1,67b44237ce6d68d4910f52a2,GCA_019930165.1_ASM1993016v1_genomic,5405343,135,204,366178,40039,123289,0,57.3,Klebsiella pneumoniae,1686,Novel,"0,0,203,0,0,*,*,*,*,*",1686,1686,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-171,-,-,-,-,ESBL and Carb negative,KL113,unknown (KL113),Typeable,-,98.61%,-,O1/O2v1,O1ab,Typeable,-,98.93%,-
GCA_020407045.1,67b44237ce6d68d8990f52b6,GCA_020407045.1_ASM2040704v1_genomic,5509042,164,204,350764,33591,134951,0,57.1,Klebsiella pneumoniae,101,Novel,"0,0,84,0,8,*,*,*,*,*",101,101,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,OXA-1,-,CTX-M-15,-,OXA-48,SHV-1^,-,OmpK35-17%;OmpK36GD,MgrB-0%,GyrA-83Y;GyrA-87N;ParC-80I,Carb with colistin,KL17,K17,Typeable,-,99.99%,-,O1/O2v1,O1ab,Typeable,!,99.00%,-
GCA_900636025.1,67b44237ce6d68d9e00f5370,GCA_900636025.1_38502_D01_genomic,5487936,3,107897,5189413,1829312,5189413,0,57.3,Klebsiella pneumoniae,71,Novel,"0,0,1299,*,*,*,*,*,*,*",11438,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-32,156D,-,-,-,ESBL and Carb negative,KL3,Capsule null,Typeable,!,99.99%,-,O1/O2v2,O2afg,Typeable,-,99.16%,-
GCA_900451965.1,67b44237ce6d68d9f10f533c,GCA_900451965.1_36672_E01_genomic,5652772,5,6370,5322676,1130554,5322676,0,57.3,Klebsiella pneumoniae,150,Novel,"0,0,939,*,*,*,*,*,*,*",10885,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,-,PmrB-80%,-,ESBL and Carb negative,KL25,Capsule null,Typeable,!,99.33%,-,O3/O3a,O3/O3a,Typeable,!,98.34%,-
GCA_045261535.1,67b44237ce6d68dc2c0f52de,GCA_045261535.1_ASM4526153v1_genomic,6120655,434,203,341625,14102,125889,380,56.6,Klebsiella pneumoniae,Novel,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,ybt 10; ICEKp4 (truncated),-,-,-,-,-,ybt only,TEM-1D.v1^,-,CTX-M-15*,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL10,K10,Typeable,?8+,98.73%,-,O3/O3a,O3/O3a,Typeable,?7,99.47%,-
GCA_019930345.1,67b44237ce6d68dd0c0f52ab,GCA_019930345.1_ASM1993034v1_genomic,5525872,203,204,332482,27221,113647,0,57.2,Klebsiella pneumoniae,1842,Novel,"0,0,1231,*,*,*,*,*,*,*",11576,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-71^,146V,-,-,-,ESBL only,KL3,K3,Typeable,!,99.71%,-,O1/O2v2,O2afg,Typeable,-,99.05%,-
GCA_900451545.1,67b44237ce6d68dd4c0f5314,GCA_900451545.1_32512_D01_genomic,5735418,4,65700,5291130,1433854,5291130,0,56.9,Klebsiella pneumoniae,3761,Novel,"0,0,166,*,*,*,*,*,*,*",54,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,SHV-12,-,VIM-1,SHV-11^,238S;240K;35Q;35Q,-,-,-,Carb without colistin,KL14,Capsule null,Typeable,!,99.99%,-,O3b,O3b,Typeable,-,99.71%,-
BAA-3063,67b44237ce6d68de9f0f53d7,Klebsiella_pneumoniae_ATCC_BAA_3063,5711924,6,2058,5317688,951987,5317688,0,57,Klebsiella pneumoniae,15,Novel,"0,0,0,0,2,0,77,*,*,*",15,15,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-16,SHV-28^,-,OmpK36GD,-,GyrA-83F;GyrA-87A;ParC-80I,Carb without colistin,KL112,unknown (KL112),Typeable,-,99.53%,-,O1/O2v1,O1ab,Typeable,-,99.19%,-
GCA_020407015.1,67b44237ce6d68deb70f52b5,GCA_020407015.1_ASM2040701v1_genomic,5740656,116,204,525581,49488,162788,0,56.8,Klebsiella pneumoniae,14,Novel,"0,0,1,1,17,0,3,0,*,*",14,14,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1,-,CTX-M-15,-,NDM-1,SHV-28^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,Carb without colistin,KL2,K2,Typeable,?2,99.78%,-,O1/O2v1,O1ab,Typeable,?2,100.00%,-
BAA-2790,67b44237ce6d68e1ba0f53d2,Klebsiella_pneumoniae_ATCC_BAA_2790,5731904,5,13778,5351513,1146380,5351513,0,57.1,Klebsiella pneumoniae,258,2694,"0,0,105,6,0,0,0,37,0,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,SHV-12;SHV-12,-,KPC-2,-,238S;238S;240K;240K;35Q;35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL106,Capsule null,Typeable,+!,99.09%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
35657,67b44237ce6d68e1df0f5401,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_35657,5387962,2,158741,5229221,2693981,5229221,0,57.4,Klebsiella pneumoniae,505,692,"0,0,410,0,0,0,0,0,1,0",505,505,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-108,35Q,-,-,-,ESBL and Carb negative,KL64,K64,Typeable,-,99.92%,-,O1/O2v1,O1ab,Typeable,-,99.08%,-
GCA_900635975.1,67b44237ce6d68e39d0f536e,GCA_900635975.1_37509_E01_genomic,5507329,2,223253,5284076,2753664,5284076,0,57.2,Klebsiella pneumoniae,3572,Novel,"0,0,567,*,*,*,*,*,*,*",10243,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-101*,-,-,-,-,ESBL and Carb negative,KL46,Capsule null,Typeable,!,96.31%,-,O3b,O3b,Typeable,!,97.59%,-
GCA_045261835.1,67b44237ce6d68e43e0f52ed,GCA_045261835.1_ASM4526183v1_genomic,5440999,82,557,394615,66353,165473,0,57.4,Klebsiella pneumoniae,35,Novel,"0,0,131,1,5,*,*,*,*,*",35,35,Klebsiella pneumoniae,ybt 5; ICEKp6,-,-,-,-,-,ybt only,-,-,-,-,-,SHV-33,-,-,-,-,ESBL and Carb negative,KL22,K22,Typeable,?4,99.79%,-,O1/O2v1,O1ab,Typeable,-,98.85%,-
GCA_045261855.1,67b44237ce6d68e4fb0f52ee,GCA_045261855.1_ASM4526185v1_genomic,5951755,117,540,302834,50869,132949,0,56.6,Klebsiella pneumoniae,873,Novel,"0,0,160,0,1,*,*,*,*,*",873,873,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-27^,156D,-,-,-,ESBL and Carb negative,KL52,K52,Typeable,?6,99.89%,-,OL13,O13,Typeable,?3!,96.80%,-
GCA_900451975.1,67b44237ce6d68e53b0f533d,GCA_900451975.1_37277_B01_genomic,5394660,3,196163,4827558,1798220,4827558,0,57.4,Klebsiella pneumoniae,499,Novel,"0,0,242,*,*,*,*,*,*,*",314,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1,-,-,PmrB-74%,-,ESBL and Carb negative,KL33,K33,Typeable,!,97.83%,-,O3b,O3b,Typeable,!,99.65%,-
GCA_900451805.1,67b44237ce6d68e53e0f532d,GCA_900451805.1_38732_F01_genomic,5523055,6,9405,3734821,920509,3734821,0,57,Klebsiella pneumoniae,3770,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,ybt 11; ICE_rhino (truncated),-,-,-,-,-,ybt only,-,-,-,-,-,SHV-206,-,-,-,-,ESBL and Carb negative,KL3,Capsule null,Typeable,?2!,98.66%,-,O1/O2v2,O2afg,Typeable,!,99.03%,-
49472,67b44237ce6d68e6930f5403,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_49472,5561400,4,54171,5178030,1390350,5178030,0,57.1,Klebsiella pneumoniae,416,Novel,"0,0,9,0,*,*,*,*,*,*",416,416,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-14^,-,-,-,-,ESBL and Carb negative,KL30,K30,Typeable,!,95.05%,-,O1/O2v2,O1ab,Typeable,-,99.56%,-
GCA_900451735.1,67b44237ce6d68e7850f5326,GCA_900451735.1_40295_H02_genomic,5240444,7,10839,3044325,748634,3044325,0,56.8,Klebsiella pneumoniae,93,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,ybt 10; ICEKp4 (truncated),-,iuc 2A,-,rmp 2A; plasmid/chr (truncated),-,iuc and ybt (without clb),-,-,-,-,-,SHV-116*,35Q,-,-,-,ESBL and Carb negative,KL4,K4,Untypeable,+!,99.81%,-,O1/O2v1,O2a,Typeable,!,99.43%,-
GCA_900451715.1,67b44237ce6d68e7d60f5324,GCA_900451715.1_37419_D02_genomic,5706635,5,12724,5296874,1141327,5296874,0,56.9,Klebsiella pneumoniae,3,Novel,"0,0,421,*,*,*,*,*,*,*",3,Not tested,Klebsiella pneumoniae,ybt 12; ICEKp10 (truncated),clb 1 (truncated),iuc 2A,-,rmp 2A; plasmid/chr (truncated),-,"iuc, ybt and clb",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.60%,-,O1/O2v1,O1ab,Typeable,!,99.08%,-
GCA_019928565.1,67b44237ce6d68e9bc0f5296,GCA_019928565.1_ASM1992856v1_genomic,5411362,60,203,606448,90189,326425,0,57.1,Klebsiella pneumoniae,5447,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-116*,165L;35Q;omega-loop=RLETELNEALPGDARD,-,-,-,ESBL and Carb negative,KL30,K30,Typeable,?3,97.58%,-,O3b,O3b,Typeable,?4,99.75%,-
GCA_901420425.1,67b44237ce6d68ea040f537c,GCA_901420425.1_37637_C01_genomic,5453080,5,19320,5036525,1090616,5036525,0,57.1,Klebsiella pneumoniae,82,Novel,"0,0,438,1,*,*,*,*,*,*",82,82,Klebsiella pneumoniae,-,-,iuc 2A,-,rmp 2A; plasmid/chr (truncated),-,iuc (without ybt or clb),-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL1,Capsule null,Typeable,!,98.72%,-,O1/O2v1,O1ab,Typeable,!,99.28%,-
GCA_019928325.1,67b44237ce6d68eb410f528a,GCA_019928325.1_ASM1992832v1_genomic,5386050,149,200,333914,36147,103578,0,57.1,Klebsiella pneumoniae,13,Novel,"0,0,98,0,11,2,0,*,*,*",13,13,Klebsiella pneumoniae,ybt 17; ICEKp10,clb 3,-,-,-,-,clb + ybt (or clb only),OXA-2;TEM-1D.v1^,-,SHV-5,-,KPC-2,-,238S;240K,OmpK36_c25t,MgrB-89%,GyrA-83F;GyrA-87N;ParC-80I,Carb with colistin,KL3,K3,Typeable,?3!,99.97%,-,O1/O2v2,O1ab,Typeable,-,99.16%,-
4208,67b44237ce6d68ecc40f53eb,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_4208,5271834,14,102,5020059,376559,5020059,0,57.4,Klebsiella pneumoniae,82,Novel,"0,0,438,0,0,0,0,*,*,*",82,82,Klebsiella pneumoniae,-,-,-,-,rmp 2A; plasmid/chr (truncated),-,"ybt, clb and iuc negative",-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,-,99.53%,-,O1/O2v1,O1ab,Typeable,-,99.28%,-
15380,67b44237ce6d68ee300f53f4,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_15380,5511964,2,205331,5306633,2755982,5306633,0,57.2,Klebsiella pneumoniae,375,46,"0,0,390,0,0,0,0,0,0,0",375,375,Klebsiella pneumoniae,-,-,iuc 1,iro 1,rmp 1; KpVP-1,rmpA2_5-54%,iuc (without ybt or clb),-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.54%,-,O1/O2v2,O1ab,Typeable,-,99.17%,-
GCA_045261575.1,67b44237ce6d68f0f80f52e0,GCA_045261575.1_ASM4526157v1_genomic,5399450,80,512,345571,67493,129829,0,57.4,Klebsiella pneumoniae,14,Novel,"0,0,1,1,7,3,0,*,*,*",14,14,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-106*,-,-,-,-,ESBL and Carb negative,KL2,K2,Typeable,?3,99.78%,-,O1/O2v1,O2a,Typeable,-,100.00%,-
GCA_900451585.1,67b44237ce6d68f3c10f5318,GCA_900451585.1_32868_D02_genomic,5989157,4,74635,5598939,1497289,5598939,0,56.9,Klebsiella pneumoniae,14,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,ybt 14; ICEKp5 (truncated),-,-,-,-,-,ybt only,CMY-4.v1;OXA-9.v1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1,SHV-11^;SHV-28^,35Q,OmpK35-8%;OmpK36GD,-,ParC-80I,Carb without colistin,KL2,Capsule null,Typeable,!,99.81%,-,O1/O2v1,O2a,Typeable,!,99.76%,-
BAA-3061,67b44237ce6d68f50e0f53d5,Klebsiella_pneumoniae_ATCC_BAA_3061,5659228,5,2058,5282723,1131845,5282723,0,57.1,Klebsiella pneumoniae,258,4171,"0,0,105,6,0,0,17,5,34,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,KPC-3;KPC-3,SHV-11,35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL107,unknown (KL107),Typeable,-,99.97%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
GCA_019928145.1,67b44237ce6d68f5600f5281,GCA_019928145.1_ASM1992814v1_genomic,5254213,102,206,321040,51511,127821,0,57.5,Klebsiella pneumoniae,5450,Novel,"0,0,22,25,1,*,*,*,*,*",17,10018,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL58,K58,Typeable,?4,99.99%,-,O3b,O3b,Typeable,?4,99.73%,-
GCA_900451465.1,67b44237ce6d68f8830f530d,GCA_900451465.1_31436_F01_genomic,5641735,7,3811,5335979,805962,5335979,0,57.2,Klebsiella pneumoniae,3776,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-75,-,-,PmrB-88%,-,ESBL and Carb negative,KL148,unknown (KL148),Untypeable,?2-!,85.71%,KL148_05_wzb;KL148_08;KL148_12_wbaZ;KL148_14_gnd;KL148_19_ugd;KL148_03_wzi;KL148_04_wza;KL148_09_wcuP;KL148_13_wzx;KL148_06_wzc;KL148_18_rmlC;KL148_10;KL148_17_rmlD;KL148_11;KL148_02_cpsACP;KL148_07_wcaJ,O1/O2v1,O1a,Typeable,!,92.60%,-
GCA_901420465.1,67b44237ce6d68f8990f537d,GCA_901420465.1_38273_E01_genomic,5499708,2,186653,5313055,2749854,5313055,0,57.3,Klebsiella pneumoniae,43,Novel,"0,0,83,6,0,*,*,*,*,*",43,12447,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,OmpK36_c25t,-,-,ESBL and Carb negative,KL30,K30,Typeable,!,99.70%,-,O1/O2v1,O1ab,Typeable,-,99.42%,-
GCA_900452445.1,67b44237ce6d68f9150f5358,GCA_900452445.1_37637_G02_genomic,5312206,3,5235,5288969,1770735,5288969,0,57.4,Klebsiella pneumoniae,504,3716,"0,0,128,0,0,0,0,0,0,0",540,10274,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-42,25S,-,-,-,ESBL and Carb negative,KL13,K13,Typeable,-,99.95%,-,O1/O2v1,O1ab,Typeable,!,99.41%,-
GCA_019927985.1,67b44237ce6d68f9760f527a,GCA_019927985.1_ASM1992798v1_genomic,5698019,173,207,736015,32936,132093,0,56.7,Klebsiella pneumoniae,391,Novel,"0,0,323,0,1,1,1,*,*,*",391,391,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL30,K30,Typeable,-,97.45%,-,O1/O2v2,O1ab,Typeable,-,99.67%,-
GCA_019928545.1,67b44237ce6d68fa1b0f5295,GCA_019928545.1_ASM1992854v1_genomic,5331434,135,202,402724,39492,123193,0,57.2,Klebsiella pneumoniae,1966,Novel,"0,0,349,2,*,*,*,*,*,*",1966,1966,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-27^,156D,-,-,-,ESBL and Carb negative,KL119,unknown (KL119),Typeable,?3,99.79%,-,O4,O4,Typeable,-,100.00%,-
GCA_900451655.1,67b44237ce6d68faef0f531f,GCA_900451655.1_45532_E02_genomic,5543766,4,17042,5254385,1385941,5254385,0,57.3,Klebsiella pneumoniae,3765,3706,"0,0,429,0,12,0,0,0,0,0",23,23,Klebsiella pneumoniae,-,-,iuc 1,iro 1,rmp 1; KpVP-1 (truncated),rmpA2_6-60%,iuc (without ybt or clb),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,!,99.99%,-,O1/O2v2,O1ab,Typeable,!,99.28%,-
BAA-3065,67b44237ce6d68fb140f53d9,Klebsiella_pneumoniae_ATCC_BAA_3065,5685259,5,1158,5306962,1137051,5306962,0,57,Klebsiella pneumoniae,11,Novel,"0,0,105,11,0,*,*,*,*,*",258,3666,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",CMY-6;OXA-1;TEM-1D.v1^,-,CTX-M-15;CTX-M-15,-,NDM-1,SHV-11,35Q,-,-,GyrA-83F;GyrA-87A;ParC-80I,Carb without colistin,KL24,K24,Typeable,-,99.98%,-,O1/O2v1,O2a,Typeable,-,99.15%,-
BAA-1705,67b44237ce6d68fd1b0f53bc,Klebsiella_pneumoniae_ATCC_BAA_1705,5760495,7,5339,5302865,822927,5302865,0,57.1,Klebsiella pneumoniae,258,676,"0,0,105,6,0,0,17,0,1,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,KPC-2,SHV-11;SHV-11,35Q;35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL107,unknown (KL107),Typeable,-,100.00%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
GCA_019927945.1,67b44237ce6d68ffc90f5278,GCA_019927945.1_ASM1992794v1_genomic,5539716,134,213,277653,41341,114827,0,57.2,Klebsiella pneumoniae,392,Novel,"0,0,197,0,25,0,0,*,*,*",147,147,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-48,SHV-11^,35Q,-,MgrB-49%,GyrA-83I;ParC-80I,Carb with colistin,KL27,K27,Typeable,-,99.79%,-,O4,O4,Typeable,?2,99.64%,-
BAA-830,67b44237ce6d6809060f540f,Klebsiella_variicola_ATCC_BAA_830,5521199,1,5521199,5521199,5521199,5521199,0,57.6,Klebsiella variicola,2263,18,"1,0,65,0,0,0,0,0,0,0",2263,2263,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-17^,-,-,-,-,ESBL and Carb negative,KL16,K16,Typeable,-,98.99%,-,O3/O3a,O3/O3a,Typeable,-,99.85%,-
29013,67b44237ce6d680b650f53fb,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_29013,5810110,3,90360,5438296,1936703,5438296,0,57.2,Klebsiella variicola,1057,Novel,"1,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-9,-,-,-,-,ESBL and Carb negative,KL9,K9,Typeable,-,99.03%,-,O3/O3a,O3/O3a,Typeable,-,99.90%,-
GCA_900452005.1,67b44237ce6d6814520f5340,GCA_900452005.1_37430_B01_genomic,5657678,2,171200,5486478,2828839,5486478,0,57.3,Klebsiella variicola,3779,Novel,"1,0,396,*,*,*,*,*,*,*",10891,Not tested,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-16^,-,-,MgrB-17%,-,ESBL and Carb negative,KL56,Capsule null,Typeable,!,98.36%,-,OL103,unknown (OL103),Typeable,!,98.82%,-
GCA_901421915.1,67b44237ce6d6815d70f5394,GCA_901421915.1_38344_C01_genomic,5587281,1,5587281,5587281,5587281,5587281,0,57.3,Klebsiella variicola,Novel,Novel,"1,0,421,*,*,*,*,*,*,*",10892,Not tested,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-18,-,OmpK35-4%,-,-,ESBL and Carb negative,KL58,Capsule null,Typeable,!,96.81%,-,O3/O3a,O3/O3a,Typeable,!,99.96%,-
21215,67b44237ce6d68255a0f53f5,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_21215,5426490,1,5426490,5426490,5426490,5426490,0,57.4,Klebsiella variicola,767,Novel,"1,0,20,*,*,*,*,*,*,*",767,Not tested,Klebsiella variicola subsp. variicola,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,LEN-16^,-,-,-,-,ESBL and Carb negative,KL35,K35,Typeable,-,98.13%,-,O3/O3a,O3/O3a,Typeable,-,99.85%,-
