Assembly	Best match locus	Best match type	Confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details
Klebsiella_pneumoniae_ATCC_BAA_2344	KL106	unknown (KL106)	Typeable	+!	100.00%	100.00%	1588 bp	17 / 18 (94.44%)	KL106_01_galF,100.00%,100.00%;KL106_02_cpsACP,100.00%,100.00%;KL106_03_wzi,100.00%,100.00%;KL106_04_wza,100.00%,100.00%;KL106_05_wzb,100.00%,100.00%;KL106_06_wzc,100.00%,100.00%;KL106_07_wzy,100.00%,100.00%;KL106_08,100.00%,100.00%;KL106_09,100.00%,100.00%;KL106_10_wecB,100.00%,100.00%;KL106_11_wzx,100.00%,100.00%;KL106_12,100.00%,100.00%;KL106_13_wzx,100.00%,100.00%;KL106_14,100.00%,100.00%;KL106_15_rfbp,100.00%,100.00%;KL106_16_gnd,100.00%,100.00%;KL106_17,100.00%,100.00%;KL106_18_ugd,100.00%,100.00%		1	KL22_14,94.74%,18.54%,truncated	0 / 18 (0.00%)		4	KL40_03_wcpO,99.19%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,98.95%,100.00%;KL150_19_gmd,98.50%,100.00%	KL22_14,94.74%,18.54%,truncated
Klebsiella_pneumoniae_ATCC_BAA_2473	KL2	K2	Typeable	!	99.81%	100.00%	1 bp	18 / 18 (100.00%)	KL2_01_galF,100.00%,100.00%;KL2_02_cpsACP,100.00%,100.00%;KL2_03_wzi,100.00%,100.00%;KL2_04_wza,100.00%,100.00%;KL2_05_wzb,100.00%,100.00%;KL2_06_wzc,99.58%,100.00%;KL2_07,99.72%,100.00%;KL2_08,100.00%,100.00%;KL2_09,99.74%,100.00%;KL2_10,100.00%,100.00%;KL2_11_wzx,99.79%,100.00%;KL2_12,99.31%,100.00%;KL2_13,99.55%,100.00%;KL2_14_wcaJ,99.78%,100.00%;KL2_15_gnd,99.57%,100.00%;KL2_16_manC,99.79%,100.00%;KL2_17_manB,100.00%,100.00%;KL2_18_ugd,99.74%,100.00%		0		0 / 18 (0.00%)		2	KL40_05_rfaG,99.12%,89.74%,truncated;KL150_19_gmd,100.00%,100.00%	KL40_05_rfaG,99.12%,89.74%,truncated
Klebsiella_pneumoniae_ATCC_BAA_2782	KL17	K17	Typeable	!	100.00%	100.00%	0 bp	20 / 20 (100.00%)	KL17_01_galF,100.00%,100.00%;KL17_02_cpsACP,100.00%,100.00%;KL17_03_wzi,100.00%,100.00%;KL17_04_wza,100.00%,100.00%;KL17_05_wzb,100.00%,100.00%;KL17_06_wzc,100.00%,100.00%;KL17_07_wzy,100.00%,100.00%;KL17_08_wctR,100.00%,100.00%;KL17_09_wctS,100.00%,100.00%;KL17_10_wctT,100.00%,100.00%;KL17_11_wctU,100.00%,100.00%;KL17_12_wcaJ,100.00%,100.00%;KL17_13_wcmZ,100.00%,100.00%;KL17_14_wzx,100.00%,100.00%;KL17_15_gnd,100.00%,100.00%;KL17_16_rmlB,100.00%,100.00%;KL17_17_rmlA,100.00%,100.00%;KL17_18_rmlD,100.00%,100.00%;KL17_19_rmlC,100.00%,100.00%;KL17_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,100.00%,12.37%,truncated;KL150_19_gmd,99.10%,100.00%	KL40_05_rfaG,100.00%,12.37%,truncated
Klebsiella_pneumoniae_ATCC_BAA_2783	KL51	K51	Typeable	!	100.00%	98.14%	1200 bp	16 / 16 (100.00%)	KL51_01_galF,100.00%,100.00%;KL51_02_cpsACP,100.00%,100.00%;KL51_03_wzi,100.00%,100.00%;KL51_04_wza,100.00%,100.00%;KL51_05_wzb,100.00%,100.00%;KL51_06_wzc,100.00%,100.00%;KL51_07_wcaJ,100.00%,100.00%;KL51_08_wcpB,100.00%,100.00%;KL51_09_wzy,100.00%,100.00%;KL51_10_wcuF,100.00%,100.00%;KL51_11_wcpA,100.00%,100.00%;KL51_12_wzx,100.00%,100.00%;KL51_13,100.00%,100.00%;KL51_14_wcoZ,100.00%,65.06%,truncated;KL51_15_gnd,100.00%,100.00%;KL51_16_ugd,100.00%,100.00%		0		0 / 16 (0.00%)		5	KL50_09_wzx,100.00%,22.54%,truncated;KL50_10,99.43%,100.00%;KL43_17_manC,99.79%,100.00%;KL30_19_manB,99.78%,98.29%;KL150_19_gmd,98.80%,100.00%	KL51_14_wcoZ,100.00%,65.06%,truncated;KL50_09_wzx,100.00%,22.54%,truncated
Klebsiella_pneumoniae_ATCC_BAA_2784	KL107	Capsule null	Typeable	!	99.97%	100.03%	1199 bp	16 / 16 (100.00%)	KL107_01_galF,99.66%,100.00%;KL107_02_cpsACP,100.00%,100.00%;KL107_03_wzi,100.00%,100.00%;KL107_04_wza,100.00%,100.00%;KL107_05_wzb,100.00%,100.00%;KL107_06_wzc,100.00%,3.06%,truncated;KL107_06_wzc,99.86%,97.08%;KL107_07_wbaP,100.00%,100.00%;KL107_08,100.00%,100.00%;KL107_09,100.00%,100.00%;KL107_10,100.00%,100.00%;KL107_11_gnd,100.00%,100.00%;KL107_12,100.00%,100.00%;KL107_13,100.00%,100.00%;KL107_14,100.00%,100.00%;KL107_15,100.00%,100.00%;KL107_16_ugd,100.00%,100.00%		0		0 / 16 (0.00%)		4	KL40_03_wcpO,99.19%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,99.10%,100.00%	KL107_06_wzc,100.00%,3.06%,truncated
Klebsiella_pneumoniae_ATCC_BAA_2785	KL106	unknown (KL106)	Typeable	+!	100.00%	100.00%	2788 bp	17 / 18 (94.44%)	KL106_01_galF,100.00%,100.00%;KL106_02_cpsACP,100.00%,100.00%;KL106_03_wzi,100.00%,100.00%;KL106_04_wza,100.00%,100.00%;KL106_05_wzb,100.00%,100.00%;KL106_06_wzc,100.00%,100.00%;KL106_07_wzy,100.00%,100.00%;KL106_08,100.00%,100.00%;KL106_09,100.00%,100.00%;KL106_10_wecB,100.00%,100.00%;KL106_11_wzx,100.00%,100.00%;KL106_12,100.00%,100.00%;KL106_13_wzx,100.00%,100.00%;KL106_14,100.00%,100.00%;KL106_15_rfbp,100.00%,100.00%;KL106_16_gnd,100.00%,100.00%;KL106_17,100.00%,100.00%;KL106_18_ugd,100.00%,100.00%		1	KL22_14,94.74%,18.54%,truncated	0 / 18 (0.00%)		1	KL150_19_gmd,98.50%,100.00%	KL22_14,94.74%,18.54%,truncated
Klebsiella_pneumoniae_ATCC_BAA_2786	KL107	unknown (KL107)	Typeable		99.97%	100.00%	1199 bp	16 / 16 (100.00%)	KL107_01_galF,99.66%,100.00%;KL107_02_cpsACP,100.00%,100.00%;KL107_03_wzi,100.00%,100.00%;KL107_04_wza,100.00%,100.00%;KL107_05_wzb,100.00%,100.00%;KL107_06_wzc,99.86%,100.00%;KL107_07_wbaP,100.00%,100.00%;KL107_08,100.00%,100.00%;KL107_09,100.00%,100.00%;KL107_10,100.00%,100.00%;KL107_11_gnd,100.00%,100.00%;KL107_12,100.00%,100.00%;KL107_13,100.00%,100.00%;KL107_14,100.00%,100.00%;KL107_15,100.00%,100.00%;KL107_16_ugd,100.00%,100.00%		0		0 / 16 (0.00%)		4	KL40_03_wcpO,99.19%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,99.10%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_2787	KL107	unknown (KL107)	Typeable		99.97%	100.00%	-1 bp	16 / 16 (100.00%)	KL107_01_galF,99.66%,100.00%;KL107_02_cpsACP,100.00%,100.00%;KL107_03_wzi,100.00%,100.00%;KL107_04_wza,100.00%,100.00%;KL107_05_wzb,100.00%,100.00%;KL107_06_wzc,99.86%,100.00%;KL107_07_wbaP,100.00%,100.00%;KL107_08,100.00%,100.00%;KL107_09,100.00%,100.00%;KL107_10,100.00%,100.00%;KL107_11_gnd,100.00%,100.00%;KL107_12,100.00%,100.00%;KL107_13,100.00%,100.00%;KL107_14,100.00%,100.00%;KL107_15,100.00%,100.00%;KL107_16_ugd,100.00%,100.00%		0		0 / 16 (0.00%)		4	KL40_03_wcpO,99.19%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,99.10%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_2788	KL106	unknown (KL106)	Typeable	+!	99.99%	99.96%	2780 bp	17 / 18 (94.44%)	KL106_01_galF,100.00%,100.00%;KL106_02_cpsACP,100.00%,100.00%;KL106_03_wzi,100.00%,100.00%;KL106_04_wza,100.00%,100.00%;KL106_05_wzb,100.00%,100.00%;KL106_06_wzc,100.00%,100.00%;KL106_07_wzy,100.00%,100.00%;KL106_08,100.00%,100.00%;KL106_09,100.00%,100.00%;KL106_10_wecB,100.00%,17.36%,truncated;KL106_11_wzx,100.00%,100.00%;KL106_12,100.00%,100.00%;KL106_13_wzx,100.00%,100.00%;KL106_14,100.00%,100.00%;KL106_15_rfbp,99.74%,100.00%;KL106_16_gnd,100.00%,100.00%;KL106_17,100.00%,50.75%,truncated;KL106_18_ugd,100.00%,100.00%		1	KL22_14,94.74%,18.54%,truncated	0 / 18 (0.00%)		4	KL40_03_wcpO,99.19%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,98.95%,100.00%;KL150_19_gmd,98.50%,100.00%	KL106_10_wecB,100.00%,17.36%,truncated;KL106_17,100.00%,50.75%,truncated;KL22_14,94.74%,18.54%,truncated
Klebsiella_pneumoniae_ATCC_BAA_2789	KL107	unknown (KL107)	Typeable		99.96%	100.00%	-1 bp	16 / 16 (100.00%)	KL107_01_galF,99.66%,100.00%;KL107_02_cpsACP,100.00%,100.00%;KL107_03_wzi,100.00%,100.00%;KL107_04_wza,100.00%,100.00%;KL107_05_wzb,100.00%,100.00%;KL107_06_wzc,99.72%,100.00%;KL107_07_wbaP,100.00%,100.00%;KL107_08,100.00%,100.00%;KL107_09,100.00%,100.00%;KL107_10,100.00%,100.00%;KL107_11_gnd,100.00%,100.00%;KL107_12,100.00%,100.00%;KL107_13,100.00%,100.00%;KL107_14,100.00%,100.00%;KL107_15,100.00%,100.00%;KL107_16_ugd,100.00%,100.00%		0		0 / 16 (0.00%)		4	KL40_03_wcpO,99.19%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,99.10%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_2790	KL106	unknown (KL106)	Typeable	+!	96.49%	99.94%	9718 bp	17 / 18 (94.44%)	KL106_01_galF,100.00%,100.00%;KL106_02_cpsACP,100.00%,100.00%;KL106_03_wzi,100.00%,100.00%;KL106_04_wza,100.00%,100.00%;KL106_05_wzb,100.00%,100.00%;KL106_06_wzc,100.00%,100.00%;KL106_07_wzy,100.00%,45.67%,truncated;KL106_08,36.36%,10.50%,truncated,below_id_threshold;KL106_09,97.01%,25.93%,truncated;KL106_10_wecB,100.00%,40.91%,truncated;KL106_11_wzx,100.00%,34.38%,truncated;KL106_11_wzx,100.00%,67.19%,truncated;KL106_12,100.00%,100.00%;KL106_13_wzx,100.00%,100.00%;KL106_14,100.00%,100.00%;KL106_15_rfbp,100.00%,100.00%;KL106_16_gnd,100.00%,100.00%;KL106_17,100.00%,100.00%;KL106_18_ugd,100.00%,100.00%		1	KL22_14,94.74%,18.54%,truncated	0 / 18 (0.00%)		4	KL40_03_wcpO,99.19%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,98.95%,100.00%;KL150_19_gmd,98.50%,100.00%	KL106_07_wzy,100.00%,45.67%,truncated;KL106_08,36.36%,10.50%,truncated,below_id_threshold;KL106_09,97.01%,25.93%,truncated;KL106_10_wecB,100.00%,40.91%,truncated;KL106_11_wzx,100.00%,34.38%,truncated;KL106_11_wzx,100.00%,67.19%,truncated;KL22_14,94.74%,18.54%,truncated
Klebsiella_pneumoniae_ATCC_BAA_2814	KL107	unknown (KL107)	Typeable		99.99%	100.00%	-1 bp	16 / 16 (100.00%)	KL107_01_galF,100.00%,100.00%;KL107_02_cpsACP,100.00%,100.00%;KL107_03_wzi,100.00%,100.00%;KL107_04_wza,100.00%,100.00%;KL107_05_wzb,100.00%,100.00%;KL107_06_wzc,99.86%,100.00%;KL107_07_wbaP,100.00%,100.00%;KL107_08,100.00%,100.00%;KL107_09,100.00%,100.00%;KL107_10,100.00%,100.00%;KL107_11_gnd,100.00%,100.00%;KL107_12,100.00%,100.00%;KL107_13,100.00%,100.00%;KL107_14,100.00%,100.00%;KL107_15,100.00%,100.00%;KL107_16_ugd,100.00%,100.00%		0		0 / 16 (0.00%)		4	KL40_03_wcpO,98.99%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,99.10%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3060	KL125	unknown (KL125)	Typeable		93.53%	99.99%	-10 bp	18 / 18 (100.00%)	KL125_01_galF,98.66%,100.00%;KL125_02_cpsACP,96.17%,100.00%;KL125_03_wzi,97.91%,100.00%;KL125_04_wza,98.94%,100.00%;KL125_05_wzb,94.41%,100.00%;KL125_06_wzc,96.23%,100.00%;KL125_07_wbaP,93.05%,100.00%;KL125_08_wcaN,90.94%,100.00%;KL125_09_wzy,92.89%,100.00%;KL125_10,87.82%,100.00%;KL125_11,91.48%,100.00%;KL125_12_wcaG,92.68%,100.00%;KL125_13_wcuH,91.91%,100.00%;KL125_14_wzx,91.51%,100.00%;KL125_15,86.00%,100.00%;KL125_16,85.60%,99.81%;KL125_17_gnd,97.65%,100.00%;KL125_18_ugd,99.74%,100.00%		0		0 / 18 (0.00%)		3	KL150_19_gmd,99.40%,100.00%;KL30_19_manB,99.57%,98.29%;KL16_20_manC,99.79%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3061	KL107	unknown (KL107)	Typeable		99.97%	100.00%	-1 bp	16 / 16 (100.00%)	KL107_01_galF,99.66%,100.00%;KL107_02_cpsACP,100.00%,100.00%;KL107_03_wzi,100.00%,100.00%;KL107_04_wza,100.00%,100.00%;KL107_05_wzb,100.00%,100.00%;KL107_06_wzc,99.86%,100.00%;KL107_07_wbaP,100.00%,100.00%;KL107_08,100.00%,100.00%;KL107_09,100.00%,100.00%;KL107_10,100.00%,100.00%;KL107_11_gnd,100.00%,100.00%;KL107_12,100.00%,100.00%;KL107_13,100.00%,100.00%;KL107_14,100.00%,100.00%;KL107_15,100.00%,100.00%;KL107_16_ugd,100.00%,100.00%		0		0 / 16 (0.00%)		4	KL40_03_wcpO,99.19%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,99.10%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3062	KL17	K17	Typeable		100.00%	100.00%	0 bp	20 / 20 (100.00%)	KL17_01_galF,100.00%,100.00%;KL17_02_cpsACP,100.00%,100.00%;KL17_03_wzi,100.00%,100.00%;KL17_04_wza,100.00%,100.00%;KL17_05_wzb,100.00%,100.00%;KL17_06_wzc,100.00%,100.00%;KL17_07_wzy,100.00%,100.00%;KL17_08_wctR,100.00%,100.00%;KL17_09_wctS,100.00%,100.00%;KL17_10_wctT,100.00%,100.00%;KL17_11_wctU,100.00%,100.00%;KL17_12_wcaJ,100.00%,100.00%;KL17_13_wcmZ,100.00%,100.00%;KL17_14_wzx,100.00%,100.00%;KL17_15_gnd,100.00%,100.00%;KL17_16_rmlB,100.00%,100.00%;KL17_17_rmlA,100.00%,100.00%;KL17_18_rmlD,100.00%,100.00%;KL17_19_rmlC,100.00%,100.00%;KL17_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,98.67%,99.21%;KL150_19_gmd,99.10%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3063	KL112	unknown (KL112)	Typeable		99.53%	100.00%	0 bp	18 / 18 (100.00%)	KL112_01_galF,100.00%,100.00%;KL112_02_cpsACP,99.52%,100.00%;KL112_03_wzi,97.06%,100.00%;KL112_04_wza,100.00%,100.00%;KL112_05_wzb,99.31%,100.00%;KL112_06_wzc,99.72%,100.00%;KL112_07_wbaP,100.00%,100.00%;KL112_08,99.51%,100.00%;KL112_09_wzy,99.25%,100.00%;KL112_10_wcaO,100.00%,100.00%;KL112_11_wcaN,100.00%,100.00%;KL112_12_wbaZ,98.96%,100.00%;KL112_13_wcuV,99.70%,100.00%;KL112_14_wzx,99.58%,100.00%;KL112_15_gnd,100.00%,100.00%;KL112_16_manC,99.58%,100.00%;KL112_17_manB,99.78%,100.00%;KL112_18_ugd,99.48%,100.00%		0		0 / 18 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,99.70%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3064	KL17	K17	Typeable		99.97%	100.00%	0 bp	20 / 20 (100.00%)	KL17_01_galF,100.00%,100.00%;KL17_02_cpsACP,100.00%,100.00%;KL17_03_wzi,100.00%,100.00%;KL17_04_wza,100.00%,100.00%;KL17_05_wzb,100.00%,100.00%;KL17_06_wzc,99.72%,100.00%;KL17_07_wzy,100.00%,100.00%;KL17_08_wctR,100.00%,100.00%;KL17_09_wctS,100.00%,100.00%;KL17_10_wctT,100.00%,100.00%;KL17_11_wctU,100.00%,100.00%;KL17_12_wcaJ,100.00%,100.00%;KL17_13_wcmZ,99.67%,100.00%;KL17_14_wzx,100.00%,100.00%;KL17_15_gnd,100.00%,100.00%;KL17_16_rmlB,100.00%,100.00%;KL17_17_rmlA,100.00%,100.00%;KL17_18_rmlD,100.00%,100.00%;KL17_19_rmlC,100.00%,100.00%;KL17_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,98.67%,99.21%;KL150_19_gmd,99.10%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3065	KL24	K24	Typeable		99.98%	100.00%	1910 bp	19 / 19 (100.00%)	KL24_01_galF,100.00%,100.00%;KL24_02_cpsACP,100.00%,100.00%;KL24_03_wzi,100.00%,100.00%;KL24_04_wza,100.00%,100.00%;KL24_05_wzb,100.00%,100.00%;KL24_06_wzc,100.00%,100.00%;KL24_07_wcuD,100.00%,100.00%;KL24_08_wcuC,100.00%,100.00%;KL24_09_wcuV,100.00%,100.00%;KL24_10_wbaZ,100.00%,100.00%;KL24_11_wcaJ,100.00%,100.00%;KL24_12_wcuE,99.70%,100.00%;KL24_13_wcuG,100.00%,100.00%;KL24_14_wzy,100.00%,100.00%;KL24_15_wzx,100.00%,100.00%;KL24_16_gnd,100.00%,100.00%;KL24_17_manC,100.00%,100.00%;KL24_18_manB,100.00%,100.00%;KL24_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,99.70%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3066	KL64	K64	Typeable	!	100.00%	100.00%	0 bp	24 / 24 (100.00%)	KL64_01_galF,100.00%,100.00%;KL64_02_cpsACP,100.00%,100.00%;KL64_03_wzi,100.00%,100.00%;KL64_04_wza,100.00%,100.00%;KL64_05_wzb,100.00%,100.00%;KL64_06_wzc,100.00%,100.00%;KL64_07_wzx,100.00%,100.00%;KL64_08_wcoV,100.00%,100.00%;KL64_09,100.00%,100.00%;KL64_10_wzy,100.00%,100.00%;KL64_11_wcoU,100.00%,100.00%;KL64_12_wcoT,100.00%,100.00%;KL64_13_wcsF,100.00%,100.00%;KL64_14_wcuK,100.00%,100.00%;KL64_15_wbaZ,100.00%,100.00%;KL64_16_wcaJ,100.00%,100.00%;KL64_17_gnd,100.00%,100.00%;KL64_18_manC,100.00%,100.00%;KL64_19_manB,100.00%,100.00%;KL64_20_rmlB,100.00%,100.00%;KL64_21_rmlA,100.00%,100.00%;KL64_22_rmlD,100.00%,100.00%;KL64_23_rmlC,100.00%,100.00%;KL64_24_ugd,100.00%,100.00%		0		0 / 24 (0.00%)		3	KL40_05_rfaG,100.00%,9.21%,truncated;KL40_05_rfaG,98.27%,91.05%,truncated;KL150_19_gmd,98.80%,100.00%	KL40_05_rfaG,100.00%,9.21%,truncated;KL40_05_rfaG,98.27%,91.05%,truncated
Klebsiella_pneumoniae_ATCC_BAA_3067	KL64	K64	Typeable		99.99%	100.00%	0 bp	24 / 24 (100.00%)	KL64_01_galF,99.66%,100.00%;KL64_02_cpsACP,100.00%,100.00%;KL64_03_wzi,100.00%,100.00%;KL64_04_wza,100.00%,100.00%;KL64_05_wzb,100.00%,100.00%;KL64_06_wzc,100.00%,100.00%;KL64_07_wzx,100.00%,100.00%;KL64_08_wcoV,100.00%,100.00%;KL64_09,100.00%,100.00%;KL64_10_wzy,100.00%,100.00%;KL64_11_wcoU,100.00%,100.00%;KL64_12_wcoT,100.00%,100.00%;KL64_13_wcsF,100.00%,100.00%;KL64_14_wcuK,100.00%,100.00%;KL64_15_wbaZ,100.00%,100.00%;KL64_16_wcaJ,100.00%,100.00%;KL64_17_gnd,100.00%,100.00%;KL64_18_manC,100.00%,100.00%;KL64_19_manB,100.00%,100.00%;KL64_20_rmlB,100.00%,100.00%;KL64_21_rmlA,100.00%,100.00%;KL64_22_rmlD,100.00%,100.00%;KL64_23_rmlC,100.00%,100.00%;KL64_24_ugd,100.00%,100.00%		0		0 / 24 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,98.80%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3068	KL2	K2	Typeable		99.55%	100.00%	1 bp	18 / 18 (100.00%)	KL2_01_galF,99.33%,100.00%;KL2_02_cpsACP,99.04%,100.00%;KL2_03_wzi,98.41%,100.00%;KL2_04_wza,100.00%,100.00%;KL2_05_wzb,100.00%,100.00%;KL2_06_wzc,99.86%,100.00%;KL2_07,99.72%,100.00%;KL2_08,100.00%,100.00%;KL2_09,99.74%,100.00%;KL2_10,100.00%,100.00%;KL2_11_wzx,99.38%,100.00%;KL2_12,99.48%,100.00%;KL2_13,99.10%,100.00%;KL2_14_wcaJ,99.78%,100.00%;KL2_15_gnd,98.93%,100.00%;KL2_16_manC,99.36%,100.00%;KL2_17_manB,99.78%,100.00%;KL2_18_ugd,100.00%,100.00%		0		0 / 18 (0.00%)		4	KL40_03_wcpO,98.17%,99.80%;KL40_04,99.75%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,98.20%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3069	KL106	unknown (KL106)	Typeable	+!	100.00%	100.00%	2788 bp	17 / 18 (94.44%)	KL106_01_galF,100.00%,100.00%;KL106_02_cpsACP,100.00%,100.00%;KL106_03_wzi,100.00%,100.00%;KL106_04_wza,100.00%,100.00%;KL106_05_wzb,100.00%,100.00%;KL106_06_wzc,100.00%,100.00%;KL106_07_wzy,100.00%,100.00%;KL106_08,100.00%,100.00%;KL106_09,100.00%,100.00%;KL106_10_wecB,100.00%,100.00%;KL106_11_wzx,100.00%,100.00%;KL106_12,100.00%,100.00%;KL106_13_wzx,100.00%,100.00%;KL106_14,100.00%,100.00%;KL106_15_rfbp,100.00%,100.00%;KL106_16_gnd,100.00%,100.00%;KL106_17,100.00%,100.00%;KL106_18_ugd,100.00%,100.00%		1	KL22_14,94.74%,18.54%,truncated	0 / 18 (0.00%)		4	KL40_03_wcpO,99.19%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,98.95%,100.00%;KL150_19_gmd,98.50%,100.00%	KL22_14,94.74%,18.54%,truncated
Klebsiella_pneumoniae_ATCC_BAA_3070	KL55	K55	Typeable		98.77%	99.86%	-4 bp	20 / 20 (100.00%)	KL55_01_galF,99.33%,100.00%;KL55_02_cpsACP,93.78%,100.00%;KL55_03_wzi,98.11%,100.00%;KL55_04_wza,100.00%,100.00%;KL55_05_wzb,100.00%,100.00%;KL55_06_wzc,98.89%,99.31%;KL55_07_wcaA,99.34%,100.00%;KL55_08_wcaJ,99.35%,100.00%;KL55_09_wcpH,99.25%,100.00%;KL55_10_wcpI,100.00%,100.00%;KL55_11_wzy,98.35%,100.00%;KL55_12_wcpJ,97.85%,100.00%;KL55_13_wzx,99.28%,100.00%;KL55_14,98.82%,100.00%;KL55_15_gnd,99.79%,100.00%;KL55_16_rmlB,98.87%,100.00%;KL55_17_rmlA,98.60%,98.62%;KL55_18_rmlD,98.99%,100.00%;KL55_19_rmlC,96.74%,100.00%;KL55_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL5_17_manC,100.00%,100.00%;KL150_19_gmd,98.20%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3071	KL183	unknown (KL183)	Typeable		98.40%	99.94%	-4 bp	19 / 19 (100.00%)	KL183_01_galF,98.66%,100.00%;KL183_02_cpsACP,96.17%,100.00%;KL183_03_wzi,97.48%,100.00%;KL183_04_wza,99.20%,100.00%;KL183_05_wzb,100.00%,100.00%;KL183_06_wzc,99.72%,100.00%;KL183_07_wbaP,99.37%,100.00%;KL183_08,98.35%,100.00%;KL183_09_wcqC,97.66%,100.00%;KL183_10,98.22%,100.00%;KL183_11_wzx,96.23%,100.00%;KL183_12,96.76%,100.00%;KL183_13,98.54%,100.00%;KL183_14_gnd,99.79%,100.00%;KL183_15_rmlB,98.31%,100.00%;KL183_16_rmlA,98.25%,98.62%;KL183_17_rmlD,98.99%,100.00%;KL183_18_rmlC,97.83%,100.00%;KL183_19_ugd,100.00%,100.00%		0		4 / 19 (21.05%)	KL183_15_rmlB,98.87%,100.00%;KL183_16_rmlA,98.25%,98.62%;KL183_17_rmlD,98.99%,100.00%;KL183_18_rmlC,97.79%,98.37%	1	KL150_19_gmd,98.80%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3072	KL2	K2	Typeable	!	99.81%	100.00%	1 bp	18 / 18 (100.00%)	KL2_01_galF,100.00%,100.00%;KL2_02_cpsACP,100.00%,100.00%;KL2_03_wzi,100.00%,100.00%;KL2_04_wza,100.00%,100.00%;KL2_05_wzb,100.00%,100.00%;KL2_06_wzc,99.58%,100.00%;KL2_07,99.72%,100.00%;KL2_08,100.00%,100.00%;KL2_09,99.74%,100.00%;KL2_10,100.00%,100.00%;KL2_11_wzx,99.79%,100.00%;KL2_12,99.31%,100.00%;KL2_13,99.55%,100.00%;KL2_14_wcaJ,99.78%,100.00%;KL2_15_gnd,99.57%,100.00%;KL2_16_manC,99.79%,100.00%;KL2_17_manB,100.00%,100.00%;KL2_18_ugd,99.74%,100.00%		0		0 / 18 (0.00%)		2	KL40_05_rfaG,99.12%,89.74%,truncated;KL150_19_gmd,100.00%,100.00%	KL40_05_rfaG,99.12%,89.74%,truncated
