Assembly	Best match locus	Best match type	Confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details
Klebsiella_oxytoca_ATCC_35600	O3/O3a	O3/O3a	Typeable		94.54%	99.89%	-12 bp	8 / 8 (100.00%)	O3/O3a_01_manC,91.30%,100.00%;O3/O3a_02_manB,92.61%,100.00%;O3/O3a_03_wzm,99.23%,100.00%;O3/O3a_04_wzt,98.14%,100.00%;O3/O3a_05_wbdD,97.32%,100.00%;O3/O3a_06_wbdA,97.26%,100.00%;O3/O3a_07_wbdB,90.81%,100.00%;O3/O3a_08_wbdC,89.65%,98.92%		0		0 / 8 (0.00%)		0		
Klebsiella_oxytoca_ATCC_43165	OL104	unknown (OL104)	Typeable	!	98.64%	99.91%	0 bp	8 / 8 (100.00%)	OL104_01_manC,92.68%,53.72%,truncated;OL104_02_manB,100.00%,99.13%;OL104_03_wzm,100.00%,100.00%;OL104_04_wzt,99.77%,100.00%;OL104_05_wbdD,99.42%,100.00%;OL104_06_wbdA,99.12%,100.00%;OL104_07_wbdB,99.48%,100.00%;OL104_08_wbdC,98.65%,100.00%		0		2 / 8 (25.00%)	OL104_01_manC,99.79%,100.00%;OL104_02_manB,100.00%,95.65%	0		OL104_01_manC,92.68%,53.72%,truncated
Klebsiella_oxytoca_ATCC_43863	OL102	unknown (OL102)	Untypeable	-!	95.71%	42.54%	-4012 bp	4 / 8 (50.00%)	OL102_01_rfbB,96.55%,100.00%;OL102_02_rfbA,95.50%,100.00%;OL102_03_rfbD,96.62%,100.00%;OL102_04_rfbC,94.15%,92.93%,truncated	OL102_05_wbbL;OL102_06_rhamnan;OL102_07_wzm;OL102_08_wzt	0		0 / 8 (0.00%)		3	O8_06_wbbO,82.89%,99.20%;Extra_genes_wbbYZ_01_wbbY,92.43%,100.00%;Extra_genes_wbbYZ_02_wbbZ,90.42%,97.03%	OL102_04_rfbC,94.15%,92.93%,truncated
Klebsiella_oxytoca_ATCC_49131	OL104	unknown (OL104)	Typeable		99.49%	99.91%	1 bp	8 / 8 (100.00%)	OL104_01_manC,100.00%,100.00%;OL104_02_manB,99.78%,99.13%;OL104_03_wzm,100.00%,100.00%;OL104_04_wzt,99.53%,100.00%;OL104_05_wbdD,99.12%,100.00%;OL104_06_wbdA,99.12%,100.00%;OL104_07_wbdB,99.48%,100.00%;OL104_08_wbdC,98.92%,100.00%		0		0 / 8 (0.00%)		0		
Klebsiella_oxytoca_ATCC_51817	O3/O3a	O3/O3a	Typeable		94.54%	99.89%	-12 bp	8 / 8 (100.00%)	O3/O3a_01_manC,91.30%,100.00%;O3/O3a_02_manB,92.61%,100.00%;O3/O3a_03_wzm,99.23%,100.00%;O3/O3a_04_wzt,98.14%,100.00%;O3/O3a_05_wbdD,97.32%,100.00%;O3/O3a_06_wbdA,97.26%,100.00%;O3/O3a_07_wbdB,90.81%,100.00%;O3/O3a_08_wbdC,89.65%,98.92%		0		0 / 8 (0.00%)		0		
Klebsiella_oxytoca_ATCC_51983	O3/O3a	O3/O3a	Typeable		94.52%	99.89%	-12 bp	8 / 8 (100.00%)	O3/O3a_01_manC,91.51%,100.00%;O3/O3a_02_manB,92.39%,100.00%;O3/O3a_03_wzm,99.23%,100.00%;O3/O3a_04_wzt,98.14%,100.00%;O3/O3a_05_wbdD,97.18%,100.00%;O3/O3a_06_wbdA,97.26%,100.00%;O3/O3a_07_wbdB,91.08%,100.00%;O3/O3a_08_wbdC,89.37%,98.92%		0		0 / 8 (0.00%)		2	O12_01_rfbB,93.48%,100.00%;OL102_02_rfbA,95.83%,100.00%	
Klebsiella_oxytoca_ATCC_700324	OL104	unknown (OL104)	Typeable		99.46%	99.91%	1 bp	8 / 8 (100.00%)	OL104_01_manC,99.79%,100.00%;OL104_02_manB,99.56%,99.13%;OL104_03_wzm,100.00%,100.00%;OL104_04_wzt,99.53%,100.00%;OL104_05_wbdD,99.27%,100.00%;OL104_06_wbdA,99.12%,100.00%;OL104_07_wbdB,99.48%,100.00%;OL104_08_wbdC,98.92%,100.00%		0		2 / 8 (25.00%)	OL104_01_manC,99.79%,100.00%;OL104_02_manB,100.00%,95.65%	0		
Klebsiella_oxytoca_ATCC_8724	OL102	unknown (OL102)	Untypeable	-!	95.08%	42.39%	-4026 bp	4 / 8 (50.00%)	OL102_01_rfbB,97.13%,100.00%;OL102_02_rfbA,95.49%,100.00%;OL102_03_rfbD,91.89%,100.00%;OL102_04_rfbC,95.81%,90.76%,truncated	OL102_05_wbbL;OL102_06_rhamnan;OL102_07_wzm;OL102_08_wzt	0		0 / 8 (0.00%)		2	O8_03_wbbM,83.20%,100.00%;O8_06_wbbO,83.16%,99.20%	OL102_04_rfbC,95.81%,90.76%,truncated
Klebsiella_oxytoca_ATCC_BAA_2572	O5	O5	Typeable		90.86%	99.89%	-14 bp	8 / 8 (100.00%)	O5_01_manC,91.08%,100.00%;O5_02_manB,92.36%,100.00%;O5_03_wzm,97.35%,100.00%;O5_04_wzt,94.31%,100.00%;O5_05_wbdD,82.63%,100.24%;O5_06_wbdA,88.87%,99.92%;O5_07_wbdB,90.65%,100.00%;O5_08_wbdC,89.65%,98.92%		0		0 / 8 (0.00%)		0		
Klebsiella_oxytoca_ATCC_BAA_3059	O1/O2v1	O1ab	Untypeable	-+	86.20%	14.61%	-1443 bp	1 / 7 (14.29%)	O1/O2v1_04_glf,86.20%,100.00%	O1/O2v1_01_wzm;O1/O2v1_02_wzt;O1/O2v1_03_wbbM;O1/O2v1_05_wbbN;O1/O2v1_06_wbbO;O1/O2v1_07_kfoC	1	O8_06_wbbO,82.89%,99.20%	0 / 7 (0.00%)		2	Extra_genes_wbbYZ_01_wbbY,92.70%,100.00%;Extra_genes_wbbYZ_02_wbbZ,90.42%,97.03%	
Klebsiella_pneumoniae_ATCC_4352	O1/O2v1	O2a	Typeable		99.30%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.52%,100.00%;O1/O2v1_04_glf,99.48%,100.00%;O1/O2v1_05_wbbN,98.65%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		2	O3b_01_manC,100.00%,100.00%;O3b_02_manB,99.55%,96.52%	
Klebsiella_pneumoniae_ATCC_BAA_1144	O5	O5	Typeable		98.24%	100.00%	0 bp	8 / 8 (100.00%)	O5_01_manC,99.15%,100.00%;O5_02_manB,99.56%,100.00%;O5_03_wzm,99.24%,100.00%;O5_04_wzt,98.76%,100.00%;O5_05_wbdD,94.35%,100.00%;O5_06_wbdA,95.38%,100.00%;O5_07_wbdB,99.48%,100.00%;O5_08_wbdC,100.00%,100.00%		0		0 / 8 (0.00%)		0		
Klebsiella_pneumoniae_ATCC_BAA_1705	O1/O2v2	O2afg	Typeable		99.09%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O12_01_rfbB,98.58%,99.72%;OL13_02_rfbA,98.27%,100.00%;OL13_03_rfbD,98.99%,100.00%;OL13_04_rfbC,98.34%,98.37%	
Klebsiella_pneumoniae_ATCC_BAA_1706	O1/O2v1	O1ab	Typeable		99.97%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,100.00%,100.00%;O1/O2v1_04_glf,100.00%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,100.00%,100.00%;O1/O2v1_07_kfoC,99.77%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,100.00%,100.00%;O3b_02_manB,99.55%,96.52%;Extra_genes_wbbYZ_02_wbbZ,100.00%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_1898	O1/O2v2	O2afg	Typeable		99.07%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,99.74%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.20%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		0		
Klebsiella_pneumoniae_ATCC_BAA_1899	O1/O2v2	O2afg	Typeable		99.06%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.73%,100.00%;O1/O2v2_04_glf,99.74%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,98.94%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		0		
Klebsiella_pneumoniae_ATCC_BAA_1900	O1/O2v2	O2afg	Typeable		99.09%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O12_01_rfbB,98.58%,99.72%;OL13_02_rfbA,98.27%,100.00%;OL13_03_rfbD,98.99%,100.00%;OL13_04_rfbC,98.34%,98.37%	
Klebsiella_pneumoniae_ATCC_BAA_1902	O12	O12	Untypeable	-	98.06%	34.97%	-6355 bp	4 / 8 (50.00%)	O12_01_rfbB,98.58%,99.72%;O12_02_rfbA,96.89%,100.00%;O12_03_rfbD,98.99%,100.00%;O12_04_rfbC,97.79%,98.37%	O12_05_wbbL;O12_06_wzm;O12_07_wzt;O12_08_wbbB	0		0 / 8 (0.00%)		0		
Klebsiella_pneumoniae_ATCC_BAA_1903	O1/O2v2	O2afg	Typeable		99.09%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.73%,100.00%;O1/O2v2_04_glf,99.74%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.20%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		0		
Klebsiella_pneumoniae_ATCC_BAA_1904	O3/O3a	O3/O3a	Typeable		99.51%	100.00%	0 bp	8 / 8 (100.00%)	O3/O3a_01_manC,99.58%,100.00%;O3/O3a_02_manB,100.00%,100.00%;O3/O3a_03_wzm,100.00%,100.00%;O3/O3a_04_wzt,100.00%,100.00%;O3/O3a_05_wbdD,97.03%,100.00%;O3/O3a_06_wbdA,99.76%,100.00%;O3/O3a_07_wbdB,99.74%,100.00%;O3/O3a_08_wbdC,100.00%,100.00%		0		0 / 8 (0.00%)		0		
Klebsiella_pneumoniae_ATCC_BAA_1905	O3b	O3b	Typeable		99.61%	100.00%	0 bp	8 / 8 (100.00%)	O3b_01_manC,99.79%,100.00%;O3b_02_manB,99.78%,100.00%;O3b_03_wzm,98.47%,100.00%;O3b_04_wzt,99.77%,100.00%;O3b_05_wbdD,99.71%,100.00%;O3b_06_wbdA,99.64%,100.00%;O3b_07_wbdB,99.74%,100.00%;O3b_08_wbdC,100.00%,100.00%		0		0 / 8 (0.00%)		0		
Klebsiella_pneumoniae_ATCC_BAA_2146	OL104	unknown (OL104)	Typeable		95.55%	99.34%	-31 bp	8 / 8 (100.00%)	OL104_01_manC,99.58%,100.00%;OL104_02_manB,100.00%,100.00%;OL104_03_wzm,99.62%,100.00%;OL104_04_wzt,99.07%,100.00%;OL104_05_wbdD,96.06%,100.00%;OL104_06_wbdA,91.44%,98.12%;OL104_07_wbdB,90.55%,100.00%;OL104_08_wbdC,88.09%,97.30%		0		2 / 8 (25.00%)	OL104_01_manC,99.58%,100.00%;OL104_02_manB,100.00%,95.65%	0		
Klebsiella_pneumoniae_ATCC_BAA_2342	O1/O2v2	O2afg	Typeable		99.09%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O12_01_rfbB,98.58%,99.72%;OL13_02_rfbA,98.27%,100.00%;OL13_03_rfbD,98.99%,100.00%;OL13_04_rfbC,98.34%,98.37%	
Klebsiella_pneumoniae_ATCC_BAA_2343	O1/O2v2	O2afg	Typeable		99.09%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O12_01_rfbB,98.58%,99.72%;OL13_02_rfbA,98.27%,100.00%;OL13_03_rfbD,98.99%,100.00%;OL13_04_rfbC,98.34%,98.37%	
Klebsiella_pneumoniae_ATCC_BAA_2344	O1/O2v2	O2afg	Typeable		99.09%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.73%,100.00%;O1/O2v2_04_glf,99.74%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.20%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		0		
Klebsiella_pneumoniae_ATCC_BAA_2473	O1/O2v1	O1ab	Typeable	!	100.00%	100.06%	1200 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,100.00%,100.00%;O1/O2v1_04_glf,100.00%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,100.00%,10.88%,truncated;O1/O2v1_06_wbbO,100.00%,89.39%,truncated;O1/O2v1_07_kfoC,100.00%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.79%,100.00%;O3b_02_manB,99.55%,96.52%;Extra_genes_wbbYZ_02_wbbZ,100.00%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%	O1/O2v1_06_wbbO,100.00%,10.88%,truncated;O1/O2v1_06_wbbO,100.00%,89.39%,truncated
Klebsiella_pneumoniae_ATCC_BAA_2782	O1/O2v1	O1ab	Typeable	!	98.97%	99.86%	-13 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.19%,100.00%;O1/O2v1_03_wbbM,99.21%,100.00%;O1/O2v1_04_glf,98.96%,100.00%;O1/O2v1_05_wbbN,98.65%,100.00%;O1/O2v1_06_wbbO,100.00%,11.41%,truncated;O1/O2v1_07_kfoC,96.80%,100.00%		0		0 / 7 (0.00%)		6	O12_01_rfbB,98.30%,99.72%;OL13_02_rfbA,98.25%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,97.24%,98.37%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%;Extra_genes_wbbYZ_02_wbbZ,98.88%,100.00%	O1/O2v1_06_wbbO,100.00%,11.41%,truncated
Klebsiella_pneumoniae_ATCC_BAA_2783	O3b	O3b	Typeable	!	99.61%	100.01%	1 bp	8 / 8 (100.00%)	O3b_01_manC,99.79%,100.00%;O3b_02_manB,99.78%,100.00%;O3b_03_wzm,98.47%,100.00%;O3b_04_wzt,99.77%,100.00%;O3b_05_wbdD,99.71%,100.00%;O3b_06_wbdA,99.64%,100.00%;O3b_07_wbdB,99.74%,100.00%;O3b_08_wbdC,100.00%,43.67%,truncated		0		0 / 8 (0.00%)		0		O3b_08_wbdC,100.00%,43.67%,truncated
Klebsiella_pneumoniae_ATCC_BAA_2784	O1/O2v2	O2afg	Typeable		99.09%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O12_01_rfbB,98.58%,99.72%;OL13_02_rfbA,98.27%,100.00%;OL13_03_rfbD,98.99%,100.00%;OL13_04_rfbC,98.34%,98.37%	
Klebsiella_pneumoniae_ATCC_BAA_2785	O12	O12	Untypeable	-!	75.98%	7.94%	-8169 bp	1 / 8 (12.50%)	O12_02_rfbA,75.98%,87.89%,truncated,below_id_threshold	O12_01_rfbB;O12_03_rfbD;O12_04_rfbC;O12_05_wbbL;O12_06_wzm;O12_07_wzt;O12_08_wbbB	0		0 / 8 (0.00%)		0		O12_02_rfbA,75.98%,87.89%,truncated,below_id_threshold
Klebsiella_pneumoniae_ATCC_BAA_2786	O1/O2v2	O2afg	Typeable		99.06%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,99.20%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O12_01_rfbB,98.58%,99.72%;OL13_02_rfbA,98.27%,100.00%;OL13_03_rfbD,98.99%,100.00%;OL13_04_rfbC,98.34%,98.37%	
Klebsiella_pneumoniae_ATCC_BAA_2787	O1/O2v2	O2afg	Typeable		99.09%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O12_01_rfbB,98.58%,99.72%;OL13_02_rfbA,98.27%,100.00%;OL13_03_rfbD,98.99%,100.00%;OL13_04_rfbC,98.34%,98.37%	
Klebsiella_pneumoniae_ATCC_BAA_2788	O1/O2v2	O2afg	Typeable		99.09%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.73%,100.00%;O1/O2v2_04_glf,99.74%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.20%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		0		
Klebsiella_pneumoniae_ATCC_BAA_2789	O1/O2v2	O2afg	Typeable		99.09%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O12_01_rfbB,98.58%,99.72%;OL13_02_rfbA,98.27%,100.00%;OL13_03_rfbD,98.99%,100.00%;OL13_04_rfbC,98.34%,98.37%	
Klebsiella_pneumoniae_ATCC_BAA_2790	O1/O2v2	O2afg	Typeable		99.09%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.73%,100.00%;O1/O2v2_04_glf,99.74%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.20%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		0		
Klebsiella_pneumoniae_ATCC_BAA_2814	O1/O2v2	O2afg	Typeable		99.07%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.12%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O12_01_rfbB,98.58%,99.72%;OL13_02_rfbA,98.27%,100.00%;OL13_03_rfbD,98.99%,100.00%;OL13_04_rfbC,98.34%,98.37%	
Klebsiella_pneumoniae_ATCC_BAA_3060	O3/O3a	O3/O3a	Typeable		98.44%	100.00%	0 bp	8 / 8 (100.00%)	O3/O3a_01_manC,99.79%,100.00%;O3/O3a_02_manB,99.78%,100.00%;O3/O3a_03_wzm,98.47%,100.00%;O3/O3a_04_wzt,98.38%,100.00%;O3/O3a_05_wbdD,94.63%,100.00%;O3/O3a_06_wbdA,97.26%,100.00%;O3/O3a_07_wbdB,99.21%,100.00%;O3/O3a_08_wbdC,100.00%,100.00%		0		0 / 8 (0.00%)		0		
Klebsiella_pneumoniae_ATCC_BAA_3061	O1/O2v2	O2afg	Typeable		99.09%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O12_01_rfbB,98.58%,99.72%;OL13_02_rfbA,98.27%,100.00%;OL13_03_rfbD,98.99%,100.00%;OL13_04_rfbC,98.34%,98.37%	
Klebsiella_pneumoniae_ATCC_BAA_3062	O1/O2v1	O1ab	Typeable		98.92%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.19%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.96%,100.00%;O1/O2v1_05_wbbN,98.65%,100.00%;O1/O2v1_06_wbbO,99.47%,100.00%;O1/O2v1_07_kfoC,96.80%,100.00%		0		0 / 7 (0.00%)		6	O12_01_rfbB,98.30%,99.72%;OL13_02_rfbA,98.25%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,97.24%,98.37%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3063	O1/O2v1	O1ab	Typeable		99.19%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,99.22%,100.00%;O1/O2v1_05_wbbN,98.32%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		4	O3b_01_manC,99.58%,100.00%;O3/O3a_02_manB,99.55%,97.39%;Extra_genes_wbbYZ_02_wbbZ,100.00%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%	
Klebsiella_pneumoniae_ATCC_BAA_3064	O1/O2v1	O1ab	Typeable	!	98.89%	96.17%	775 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.19%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.96%,100.00%;O1/O2v1_05_wbbN,98.48%,66.33%,truncated;O1/O2v1_06_wbbO,99.47%,100.00%;O1/O2v1_07_kfoC,96.80%,100.00%		0		0 / 7 (0.00%)		6	O12_01_rfbB,98.30%,99.72%;OL13_02_rfbA,98.25%,98.62%;OL13_03_rfbD,98.65%,100.00%;OL13_04_rfbC,97.24%,98.37%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%	O1/O2v1_05_wbbN,98.48%,66.33%,truncated
